End Date,End Time,Co,Status/units,CO,Status/units,CO,Status/units,Co,Status/units
02-01-2019,16:00:00,,,0.112961,R mgm-3,0.173801,R mgm-3,,
02-01-2019,17:00:00,,,0.127444,R mgm-3,0.229771,R mgm-3,,
02-01-2019,18:00:00,,,0.150615,R mgm-3,0.215042,R mgm-3,,
02-01-2019,19:00:00,,,0.139029,R mgm-3,0.215042,R mgm-3,,
02-01-2019,20:00:00,,,0.150615,R mgm-3,0.194421,R mgm-3,,
02-01-2019,21:00:00,,,0.167994,R mgm-3,0.188529,R mgm-3,,
02-01-2019,22:00:00,,,0.147718,R mgm-3,0.173801,R mgm-3,,
02-01-2019,23:00:00,,,0.144822,R mgm-3,0.176747,R mgm-3,,
02-01-2019,24:00:00,,,0.13034,R mgm-3,0.173801,R mgm-3,,
03-01-2019,01:00:00,,,0.158517,R mgm-3,0.094208,R mgm-3,,
03-01-2019,02:00:00,,,0.127587,R mgm-3,0.086358,R mgm-3,,
03-01-2019,03:00:00,,,0.118888,R mgm-3,0.064768,R mgm-3,,
03-01-2019,04:00:00,,,0.127587,R mgm-3,0.070656,R mgm-3,,
03-01-2019,05:00:00,,,0.110189,R mgm-3,0.091264,R mgm-3,,
03-01-2019,06:00:00,,,0.115989,R mgm-3,0.108928,R mgm-3,,
03-01-2019,07:00:00,,,0.113089,R mgm-3,0.164865,R mgm-3,,
03-01-2019,08:00:00,,,0.113089,R mgm-3,0.209025,R mgm-3,,
03-01-2019,09:00:00,,,0.089891,R mgm-3,0.250241,R mgm-3,,
03-01-2019,10:00:00,,,0.139186,R mgm-3,0.259073,R mgm-3,,
03-01-2019,11:00:00,,,0.127587,R mgm-3,0.244353,R mgm-3,,
03-01-2019,12:00:00,,,0.110189,R mgm-3,0.22669,R mgm-3,,
03-01-2019,13:00:00,,,0.092791,R mgm-3,0.206081,R mgm-3,,
03-01-2019,14:00:00,,,0.086991,R mgm-3,0.229634,R mgm-3,,
03-01-2019,15:00:00,,,0.092791,R mgm-3,0.232577,R mgm-3,,
03-01-2019,16:00:00,,,0.159485,R mgm-3,0.22669,R mgm-3,,
03-01-2019,17:00:00,,,0.165284,R mgm-3,0.22669,R mgm-3,,
03-01-2019,18:00:00,,,0.197181,R mgm-3,0.229634,R mgm-3,,
03-01-2019,19:00:00,,,0.202981,R mgm-3,0.25613,R mgm-3,,
03-01-2019,20:00:00,,,0.200081,R mgm-3,0.262017,R mgm-3,,
03-01-2019,21:00:00,,,0.217478,R mgm-3,0.297346,R mgm-3,,
03-01-2019,22:00:00,,,0.237776,R mgm-3,0.335618,R mgm-3,,
03-01-2019,23:00:00,,,0.275473,R mgm-3,0.350338,R mgm-3,,
03-01-2019,24:00:00,,,0.223278,R mgm-3,0.300289,R mgm-3,,
04-01-2019,01:00:00,,,0.205145,R mgm-3,0.15692,R mgm-3,,
04-01-2019,02:00:00,,,0.154826,R mgm-3,0.172612,R mgm-3,,
04-01-2019,03:00:00,,,0.098702,R mgm-3,0.094152,R mgm-3,,
04-01-2019,04:00:00,,,0.089993,R mgm-3,0.105921,R mgm-3,,
04-01-2019,05:00:00,,,0.08709,R mgm-3,0.07944,R mgm-3,,
04-01-2019,06:00:00,,,0.078381,R mgm-3,0.085325,R mgm-3,,
04-01-2019,07:00:00,,,0.078381,R mgm-3,0.132401,R mgm-3,,
04-01-2019,08:00:00,,,0.098702,R mgm-3,0.161824,R mgm-3,,
04-01-2019,09:00:00,,,0.139344,R mgm-3,0.223611,R mgm-3,,
04-01-2019,10:00:00,,,0.171277,R mgm-3,0.247149,R mgm-3,,
04-01-2019,11:00:00,,,0.156762,R mgm-3,0.217726,R mgm-3,,
04-01-2019,12:00:00,,,0.124829,R mgm-3,0.205957,R mgm-3,,
04-01-2019,13:00:00,,,0.08709,R mgm-3,0.19713,R mgm-3,,
04-01-2019,14:00:00,,,0.078381,R mgm-3,0.18242,R mgm-3,,
04-01-2019,15:00:00,,,0.075477,R mgm-3,0.161824,R mgm-3,,
04-01-2019,16:00:00,,,0.130635,R mgm-3,0.173593,R mgm-3,,
04-01-2019,17:00:00,,,0.130635,R mgm-3,0.18242,R mgm-3,,
04-01-2019,18:00:00,,,0.153858,R mgm-3,0.35307,R mgm-3,,
04-01-2019,19:00:00,,,0.162568,R mgm-3,0.347185,R mgm-3,,
04-01-2019,20:00:00,,,0.20321,R mgm-3,0.294225,R mgm-3,,
04-01-2019,21:00:00,,,0.211918,R mgm-3,0.317764,R mgm-3,,
04-01-2019,22:00:00,,,0.240949,R mgm-3,0.303052,R mgm-3,,
04-01-2019,23:00:00,,,0.243851,R mgm-3,0.191247,R mgm-3,,
04-01-2019,24:00:00,,,0.272881,R mgm-3,0.152997,R mgm-3,,
05-01-2019,01:00:00,,,0.267377,R mgm-3,0.309732,R mgm-3,,
05-01-2019,02:00:00,,,0.248001,R mgm-3,0.309732,R mgm-3,,
05-01-2019,03:00:00,,,0.229595,R mgm-3,0.299929,R mgm-3,,
05-01-2019,04:00:00,,,0.203439,R mgm-3,0.232299,R mgm-3,,
05-01-2019,05:00:00,,,0.168563,R mgm-3,0.202893,R mgm-3,,
05-01-2019,06:00:00,,,0.191814,R mgm-3,0.088215,R mgm-3,,
05-01-2019,07:00:00,,,0.191814,R mgm-3,0.141143,R mgm-3,,
05-01-2019,08:00:00,,,0.110438,R mgm-3,0.094095,R mgm-3,,
05-01-2019,09:00:00,,,0.093001,R mgm-3,0.076453,R mgm-3,,
05-01-2019,10:00:00,,,0.093001,R mgm-3,0.070571,R mgm-3,,
05-01-2019,11:00:00,,,0.078469,R mgm-3,0.05881,R mgm-3,,
05-01-2019,12:00:00,,,0.072657,R mgm-3,0.079394,R mgm-3,,
05-01-2019,13:00:00,,,0.075564,R mgm-3,0.12056,R mgm-3,,
05-01-2019,14:00:00,,,0.072657,R mgm-3,0.091156,R mgm-3,,
05-01-2019,15:00:00,,,0.110438,R mgm-3,0.094095,R mgm-3,,
05-01-2019,16:00:00,,,0.116251,R mgm-3,0.088215,R mgm-3,,
05-01-2019,17:00:00,,,0.113344,R mgm-3,0.091156,R mgm-3,,
05-01-2019,18:00:00,,,0.162752,R mgm-3,0.173489,R mgm-3,,
05-01-2019,19:00:00,,,0.197626,R mgm-3,0.476359,R mgm-3,,
05-01-2019,20:00:00,,,0.220877,R mgm-3,0.344037,R mgm-3,,
05-01-2019,21:00:00,,,0.220877,R mgm-3,0.382264,R mgm-3,,
05-01-2019,22:00:00,,,0.244127,R mgm-3,0.411668,R mgm-3,,
05-01-2019,23:00:00,,,0.223783,R mgm-3,0.388144,R mgm-3,,
05-01-2019,24:00:00,,,0.24994,R mgm-3,0.344037,R mgm-3,,
06-01-2019,01:00:00,,,0.162934,R mgm-3,0.528971,R mgm-3,,
06-01-2019,02:00:00,,,0.147417,R mgm-3,0.485868,R mgm-3,,
06-01-2019,03:00:00,,,0.133839,R mgm-3,0.467257,R mgm-3,,
06-01-2019,04:00:00,,,0.107654,R mgm-3,0.41436,R mgm-3,,
06-01-2019,05:00:00,,,0.096015,R mgm-3,0.311505,R mgm-3,,
06-01-2019,06:00:00,,,0.084377,R mgm-3,0.32032,R mgm-3,,
06-01-2019,07:00:00,,,0.110563,R mgm-3,0.402605,R mgm-3,,
06-01-2019,08:00:00,,,0.122201,R mgm-3,0.431993,R mgm-3,,
06-01-2019,09:00:00,,,0.122201,R mgm-3,0.508399,R mgm-3,,
06-01-2019,10:00:00,,,0.154206,R mgm-3,0.464318,R mgm-3,,
06-01-2019,11:00:00,,,0.162934,R mgm-3,0.440808,R mgm-3,,
06-01-2019,12:00:00,,,0.145477,R mgm-3,0.314443,R mgm-3,,
06-01-2019,13:00:00,,,0.107654,R mgm-3,0.191017,R mgm-3,,
06-01-2019,14:00:00,,,0.093106,R mgm-3,0.240975,R mgm-3,,
06-01-2019,15:00:00,,,0.101834,R mgm-3,0.132243,R mgm-3,,
06-01-2019,16:00:00,,,0.110563,R mgm-3,0.158691,R mgm-3,,
06-01-2019,17:00:00,,,0.136749,R mgm-3,0.217466,R mgm-3,,
06-01-2019,18:00:00,,,0.142568,R mgm-3,0.117549,R mgm-3,,
06-01-2019,19:00:00,,,0.160025,R mgm-3,0.07053,R mgm-3,,
06-01-2019,20:00:00,,,0.203669,R mgm-3,0.238037,R mgm-3,,
06-01-2019,21:00:00,,,0.19203,R mgm-3,0.285057,R mgm-3,,
06-01-2019,22:00:00,,,0.171664,R mgm-3,0.434931,R mgm-3,,
06-01-2019,23:00:00,,,0.180392,R mgm-3,0.449625,R mgm-3,,
06-01-2019,24:00:00,,,0.194939,R mgm-3,0.326198,R mgm-3,,
07-01-2019,01:00:00,,,0.252445,R mgm-3,0.43467,R mgm-3,,
07-01-2019,02:00:00,,,0.233026,R mgm-3,0.422922,R mgm-3,,
07-01-2019,03:00:00,,,0.218462,R mgm-3,0.402364,R mgm-3,,
07-01-2019,04:00:00,,,0.15438,R mgm-3,0.370057,R mgm-3,,
07-01-2019,05:00:00,,,0.13399,R mgm-3,0.258452,R mgm-3,,
07-01-2019,06:00:00,,,0.125252,R mgm-3,0.387679,R mgm-3,,
07-01-2019,07:00:00,,,0.139816,R mgm-3,0.584455,R mgm-3,,
07-01-2019,08:00:00,,,0.15438,R mgm-3,0.713681,R mgm-3,,
07-01-2019,09:00:00,,,0.224288,R mgm-3,0.769484,R mgm-3,,
07-01-2019,10:00:00,,,0.198072,R mgm-3,0.684312,R mgm-3,,
07-01-2019,11:00:00,,,0.163118,R mgm-3,0.56977,R mgm-3,,
07-01-2019,12:00:00,,,0.139816,R mgm-3,0.525715,R mgm-3,,
07-01-2019,13:00:00,,,0.151467,R mgm-3,0.393553,R mgm-3,,
07-01-2019,14:00:00,,,0.157293,R mgm-3,0.399427,R mgm-3,,
07-01-2019,15:00:00,,,0.157293,R mgm-3,0.372993,R mgm-3,,
07-01-2019,16:00:00,,,0.160206,R mgm-3,0.372993,R mgm-3,,
07-01-2019,17:00:00,,,0.186421,R mgm-3,0.516905,R mgm-3,,
07-01-2019,18:00:00,,,0.166031,R mgm-3,0.560959,R mgm-3,,
07-01-2019,19:00:00,,,0.131077,R mgm-3,0.408237,R mgm-3,,
07-01-2019,20:00:00,,,0.128164,R mgm-3,0.326003,R mgm-3,,
07-01-2019,21:00:00,,,0.125252,R mgm-3,0.240831,R mgm-3,,
07-01-2019,22:00:00,,,0.125252,R mgm-3,0.234957,R mgm-3,,
07-01-2019,23:00:00,,,0.13399,R mgm-3,0.140974,R mgm-3,,
07-01-2019,24:00:00,,,0.087385,R mgm-3,0.126289,R mgm-3,,
08-01-2019,01:00:00,,,0.089427,R mgm-3,0.070445,R mgm-3,,
08-01-2019,02:00:00,,,0.085538,R mgm-3,0.136976,R mgm-3,,
08-01-2019,03:00:00,,,0.081651,R mgm-3,0.105667,R mgm-3,,
08-01-2019,04:00:00,,,0.078735,R mgm-3,0.105667,R mgm-3,,
08-01-2019,05:00:00,,,0.087483,R mgm-3,0.105667,R mgm-3,,
08-01-2019,06:00:00,,,0.096232,R mgm-3,0.088055,R mgm-3,,
08-01-2019,07:00:00,,,0.084567,R mgm-3,0.105667,R mgm-3,,
08-01-2019,08:00:00,,,0.104979,R mgm-3,0.140889,R mgm-3,,
08-01-2019,09:00:00,,,0.15747,R mgm-3,0.196658,R mgm-3,,
08-01-2019,10:00:00,,,0.116644,R mgm-3,0.187853,R mgm-3,,
08-01-2019,11:00:00,,,0.107896,R mgm-3,0.161436,R mgm-3,,
08-01-2019,12:00:00,,,0.099148,R mgm-3,0.179047,R mgm-3,,
08-01-2019,13:00:00,,,0.084567,R mgm-3,0.184917,R mgm-3,,
08-01-2019,14:00:00,,,0.081651,R mgm-3,0.211334,R mgm-3,,
08-01-2019,15:00:00,,,0.084567,R mgm-3,0.243622,R mgm-3,,
08-01-2019,16:00:00,,,0.107896,R mgm-3,0.264167,R mgm-3,,
08-01-2019,17:00:00,,,0.137057,R mgm-3,0.296454,R mgm-3,,
08-01-2019,18:00:00,,,0.163301,R mgm-3,0.314066,R mgm-3,,
08-01-2019,19:00:00,,,0.186631,R mgm-3,0.30526,R mgm-3,,
08-01-2019,20:00:00,,,0.17205,R mgm-3,0.302325,R mgm-3,,
08-01-2019,21:00:00,,,0.186631,R mgm-3,0.272973,R mgm-3,,
08-01-2019,22:00:00,,,0.189547,R mgm-3,0.293519,R mgm-3,,
08-01-2019,23:00:00,,,0.192462,R mgm-3,0.311131,R mgm-3,,
08-01-2019,24:00:00,,,0.160386,R mgm-3,0.317001,R mgm-3,,
09-01-2019,01:00:00,,,0.12456,R mgm-3,0.12516,R mgm-3,,
09-01-2019,02:00:00,,,0.112882,R mgm-3,0.109515,R mgm-3,,
09-01-2019,03:00:00,,,0.105097,R mgm-3,0.076269,R mgm-3,,
09-01-2019,04:00:00,,,0.087582,R mgm-3,0.073335,R mgm-3,,
09-01-2019,05:00:00,,,0.081743,R mgm-3,0.073335,R mgm-3,,
09-01-2019,06:00:00,,,0.072985,R mgm-3,0.099737,R mgm-3,,
09-01-2019,07:00:00,,,0.078823,R mgm-3,0.105603,R mgm-3,,
09-01-2019,08:00:00,,,0.110937,R mgm-3,0.164272,R mgm-3,,
09-01-2019,09:00:00,,,0.148888,R mgm-3,0.184806,R mgm-3,,
09-01-2019,10:00:00,,,0.136237,R mgm-3,0.19654,R mgm-3,,
09-01-2019,11:00:00,,,0.110937,R mgm-3,0.18774,R mgm-3,,
09-01-2019,12:00:00,,,0.09634,R mgm-3,0.152538,R mgm-3,,
09-01-2019,13:00:00,,,0.09342,R mgm-3,0.143738,R mgm-3,,
09-01-2019,14:00:00,,,0.09634,R mgm-3,,,,
09-01-2019,15:00:00,,,0.116775,R mgm-3,0.164272,R mgm-3,,
09-01-2019,16:00:00,,,0.119695,R mgm-3,0.140805,R mgm-3,,
09-01-2019,17:00:00,,,0.134292,R mgm-3,0.18774,R mgm-3,,
09-01-2019,18:00:00,,,0.131372,R mgm-3,0.208274,R mgm-3,,
09-01-2019,19:00:00,,,0.175162,R mgm-3,0.278676,R mgm-3,,
09-01-2019,20:00:00,,,0.195598,R mgm-3,0.208274,R mgm-3,,
09-01-2019,21:00:00,,,0.18392,R mgm-3,0.19654,R mgm-3,,
09-01-2019,22:00:00,,,0.172243,R mgm-3,0.208274,R mgm-3,,
09-01-2019,23:00:00,,,0.157647,R mgm-3,0.199473,R mgm-3,,
09-01-2019,24:00:00,,,0.14013,R mgm-3,0.170139,R mgm-3,,
10-01-2019,01:00:00,,,0.093525,R mgm-3,0.218898,R mgm-3,,
10-01-2019,02:00:00,,,0.081834,R mgm-3,0.207172,R mgm-3,,
10-01-2019,03:00:00,,,0.087679,R mgm-3,0.196421,R mgm-3,,
10-01-2019,04:00:00,,,0.084757,R mgm-3,0.190559,R mgm-3,,
10-01-2019,05:00:00,,,0.102292,R mgm-3,0.202286,R mgm-3,,
10-01-2019,06:00:00,,,0.105216,R mgm-3,0.216944,R mgm-3,,
10-01-2019,07:00:00,,,0.140287,R mgm-3,0.299031,R mgm-3,,
10-01-2019,08:00:00,,,0.178282,R mgm-3,0.428024,R mgm-3,,
10-01-2019,09:00:00,,,0.251348,R mgm-3,0.442682,R mgm-3,,
10-01-2019,10:00:00,,,0.295188,R mgm-3,0.577539,R mgm-3,,
10-01-2019,11:00:00,,,0.394558,R mgm-3,0.671352,R mgm-3,,
10-01-2019,12:00:00,,,0.303956,R mgm-3,0.79155,R mgm-3,,
10-01-2019,13:00:00,,,0.213354,R mgm-3,0.624445,R mgm-3,,
10-01-2019,14:00:00,,,0.227967,R mgm-3,0.474931,R mgm-3,,
10-01-2019,15:00:00,,,0.151978,R mgm-3,0.38698,R mgm-3,,
10-01-2019,16:00:00,,,0.192895,R mgm-3,0.378186,R mgm-3,,
10-01-2019,17:00:00,,,0.24258,R mgm-3,0.428024,R mgm-3,,
10-01-2019,18:00:00,,,0.23089,R mgm-3,0.574607,R mgm-3,,
10-01-2019,19:00:00,,,0.248425,R mgm-3,0.75637,R mgm-3,,
10-01-2019,20:00:00,,,0.274729,R mgm-3,0.536495,R mgm-3,,
10-01-2019,21:00:00,,,0.336105,R mgm-3,0.709463,R mgm-3,,
10-01-2019,22:00:00,,,0.38579,R mgm-3,0.621514,R mgm-3,,
10-01-2019,23:00:00,,,0.412094,R mgm-3,0.686011,R mgm-3,,
10-01-2019,24:00:00,,,0.198741,R mgm-3,0.164173,R mgm-3,,
11-01-2019,01:00:00,,,0.089728,R mgm-3,0.152355,R mgm-3,,
11-01-2019,02:00:00,,,0.085827,R mgm-3,0.121102,R mgm-3,,
11-01-2019,03:00:00,,,0.087778,R mgm-3,0.090827,R mgm-3,,
11-01-2019,04:00:00,,,0.087778,R mgm-3,0.073248,R mgm-3,,
11-01-2019,05:00:00,,,0.09363,R mgm-3,0.084967,R mgm-3,,
11-01-2019,06:00:00,,,0.105333,R mgm-3,0.108407,R mgm-3,,
11-01-2019,07:00:00,,,0.125815,R mgm-3,0.164074,R mgm-3,,
11-01-2019,08:00:00,,,0.225296,R mgm-3,0.210953,R mgm-3,,
11-01-2019,09:00:00,,,0.239926,R mgm-3,0.240252,R mgm-3,,
11-01-2019,10:00:00,,,0.225296,R mgm-3,0.251971,R mgm-3,,
11-01-2019,11:00:00,,,0.163852,R mgm-3,0.228532,R mgm-3,,
11-01-2019,12:00:00,,,0.146297,R mgm-3,0.240252,R mgm-3,,
11-01-2019,13:00:00,,,0.131666,R mgm-3,0.313499,R mgm-3,,
11-01-2019,14:00:00,,,0.163852,R mgm-3,0.313499,R mgm-3,,
11-01-2019,15:00:00,,,0.146297,R mgm-3,0.292991,R mgm-3,,
11-01-2019,16:00:00,,,0.187259,R mgm-3,0.240252,R mgm-3,,
11-01-2019,17:00:00,,,0.245778,R mgm-3,0.313499,R mgm-3,,
11-01-2019,18:00:00,,,0.324778,R mgm-3,0.392607,R mgm-3,,
11-01-2019,19:00:00,,,0.275038,R mgm-3,0.416047,R mgm-3,,
11-01-2019,20:00:00,,,0.239926,R mgm-3,0.430696,R mgm-3,,
11-01-2019,21:00:00,,,0.117037,R mgm-3,0.439486,R mgm-3,,
11-01-2019,22:00:00,,,0.131666,R mgm-3,0.421906,R mgm-3,,
11-01-2019,23:00:00,,,0.146297,R mgm-3,0.445345,R mgm-3,,
11-01-2019,24:00:00,,,0.131666,R mgm-3,0.512733,R mgm-3,,
12-01-2019,01:00:00,,,0.148413,R mgm-3,0.484119,R mgm-3,,
12-01-2019,02:00:00,,,0.109357,R mgm-3,0.429461,R mgm-3,,
12-01-2019,03:00:00,,,0.093734,R mgm-3,0.316239,R mgm-3,,
12-01-2019,04:00:00,,,0.084947,R mgm-3,0.234251,R mgm-3,,
12-01-2019,05:00:00,,,0.079089,R mgm-3,0.278173,R mgm-3,,
12-01-2019,06:00:00,,,0.096664,R mgm-3,0.184473,R mgm-3,,
12-01-2019,07:00:00,,,0.105451,R mgm-3,0.248892,R mgm-3,,
12-01-2019,08:00:00,,,0.134743,R mgm-3,0.319168,R mgm-3,,
12-01-2019,09:00:00,,,0.131814,R mgm-3,0.260605,R mgm-3,,
12-01-2019,10:00:00,,,0.117169,R mgm-3,0.143478,R mgm-3,,
12-01-2019,11:00:00,,,0.134743,R mgm-3,0.196185,R mgm-3,,
12-01-2019,12:00:00,,,0.128885,R mgm-3,0.193257,R mgm-3,,
12-01-2019,13:00:00,,,0.131814,R mgm-3,0.152263,R mgm-3,,
12-01-2019,14:00:00,,,0.123027,R mgm-3,0.099557,R mgm-3,,
12-01-2019,15:00:00,,,0.140602,R mgm-3,0.125911,R mgm-3,,
12-01-2019,16:00:00,,,0.14646,R mgm-3,0.125911,R mgm-3,,
12-01-2019,17:00:00,,,0.134743,R mgm-3,0.196185,R mgm-3,,
12-01-2019,18:00:00,,,0.123027,R mgm-3,0.231323,R mgm-3,,
12-01-2019,19:00:00,,,0.123027,R mgm-3,0.248892,R mgm-3,,
12-01-2019,20:00:00,,,0.134743,R mgm-3,0.231323,R mgm-3,,
12-01-2019,21:00:00,,,0.137672,R mgm-3,0.222539,R mgm-3,,
12-01-2019,22:00:00,,,0.128885,R mgm-3,0.128839,R mgm-3,,
12-01-2019,23:00:00,,,0.134743,R mgm-3,0.122981,R mgm-3,,
12-01-2019,24:00:00,,,0.128885,R mgm-3,0.105414,R mgm-3,,
13-01-2019,01:00:00,,,0.117299,R mgm-3,0.14827,R mgm-3,,
13-01-2019,02:00:00,,,0.109479,R mgm-3,0.144368,R mgm-3,,
13-01-2019,03:00:00,,,0.102637,R mgm-3,0.102423,R mgm-3,,
13-01-2019,04:00:00,,,0.102637,R mgm-3,0.076086,R mgm-3,,
13-01-2019,05:00:00,,,0.114366,R mgm-3,0.090718,R mgm-3,,
13-01-2019,06:00:00,,,0.114366,R mgm-3,0.093644,R mgm-3,,
13-01-2019,07:00:00,,,0.137826,R mgm-3,0.117056,R mgm-3,,
13-01-2019,08:00:00,,,0.140759,R mgm-3,0.163877,R mgm-3,,
13-01-2019,09:00:00,,,0.129029,R mgm-3,0.134613,R mgm-3,,
13-01-2019,10:00:00,,,0.134895,R mgm-3,0.260448,R mgm-3,,
13-01-2019,11:00:00,,,0.129029,R mgm-3,0.245816,R mgm-3,,
13-01-2019,12:00:00,,,0.117299,R mgm-3,0.260448,R mgm-3,,
13-01-2019,13:00:00,,,0.131962,R mgm-3,0.20192,R mgm-3,,
13-01-2019,14:00:00,,,0.120232,R mgm-3,0.301417,R mgm-3,,
13-01-2019,15:00:00,,,0.131962,R mgm-3,0.283859,R mgm-3,,
13-01-2019,16:00:00,,,0.137826,R mgm-3,0.225331,R mgm-3,,
13-01-2019,17:00:00,,,0.158354,R mgm-3,0.313122,R mgm-3,,
13-01-2019,18:00:00,,,0.140759,R mgm-3,0.310196,R mgm-3,,
13-01-2019,19:00:00,,,0.137826,R mgm-3,0.204847,R mgm-3,,
13-01-2019,20:00:00,,,0.114366,R mgm-3,0.163877,R mgm-3,,
13-01-2019,21:00:00,,,0.08211,R mgm-3,0.175582,R mgm-3,,
13-01-2019,22:00:00,,,0.076245,R mgm-3,0.248742,R mgm-3,,
13-01-2019,23:00:00,,,0.079177,R mgm-3,0.260448,R mgm-3,,
13-01-2019,24:00:00,,,0.073312,R mgm-3,0.263373,R mgm-3,,
14-01-2019,01:00:00,,,0.070459,R mgm-3,0.101387,R mgm-3,,
14-01-2019,02:00:00,,,0.070459,R mgm-3,0.097487,R mgm-3,,
14-01-2019,03:00:00,,,0.070459,R mgm-3,0.070191,R mgm-3,,
14-01-2019,04:00:00,,,0.073393,R mgm-3,0.064342,R mgm-3,,
14-01-2019,05:00:00,,,0.079266,R mgm-3,0.07604,R mgm-3,,
14-01-2019,06:00:00,,,0.073393,R mgm-3,0.07604,R mgm-3,,
14-01-2019,07:00:00,,,0.082202,R mgm-3,0.099437,R mgm-3,,
14-01-2019,08:00:00,,,0.105687,R mgm-3,0.140382,R mgm-3,,
14-01-2019,09:00:00,,,0.140916,R mgm-3,0.187175,R mgm-3,,
14-01-2019,10:00:00,,,0.111558,R mgm-3,0.143306,R mgm-3,,
14-01-2019,11:00:00,,,0.09688,R mgm-3,0.090663,R mgm-3,,
14-01-2019,12:00:00,,,0.093944,R mgm-3,0.11406,R mgm-3,,
14-01-2019,13:00:00,,,0.114494,R mgm-3,0.146231,R mgm-3,,
14-01-2019,14:00:00,,,0.114494,R mgm-3,0.160854,R mgm-3,,
14-01-2019,15:00:00,,,0.114494,R mgm-3,0.160854,R mgm-3,,
14-01-2019,16:00:00,,,0.182017,R mgm-3,0.201798,R mgm-3,,
14-01-2019,17:00:00,,,0.161466,R mgm-3,0.242743,R mgm-3,,
14-01-2019,18:00:00,,,0.19376,R mgm-3,0.359727,R mgm-3,,
14-01-2019,19:00:00,,,0.184953,R mgm-3,0.520581,R mgm-3,,
14-01-2019,20:00:00,,,0.208438,R mgm-3,0.538128,R mgm-3,,
14-01-2019,21:00:00,,,0.19376,R mgm-3,0.508882,R mgm-3,,
14-01-2019,22:00:00,,,0.17321,R mgm-3,0.520581,R mgm-3,,
14-01-2019,23:00:00,,,0.17321,R mgm-3,0.465013,R mgm-3,,
14-01-2019,24:00:00,,,0.199631,R mgm-3,0.470863,R mgm-3,,
15-01-2019,01:00:00,,,0.125398,R mgm-3,0.424787,R mgm-3,,
15-01-2019,02:00:00,,,0.09013,R mgm-3,0.346844,R mgm-3,,
15-01-2019,03:00:00,,,0.09111,R mgm-3,0.33905,R mgm-3,,
