End Date,End Time,Co,Status/units,CO,Status/units,CO,Status/units,Co,Status/units
03-01-2020,10:00:00,,,0.154302,R mgm-3,0.237228,R mgm-3,,
03-01-2020,11:00:00,,,0.110632,R mgm-3,0.231579,R mgm-3,,
03-01-2020,12:00:00,,,0.101898,R mgm-3,0.302182,R mgm-3,,
03-01-2020,13:00:00,,,0.098986,R mgm-3,0.3276,R mgm-3,,
03-01-2020,14:00:00,,,0.084429,R mgm-3,0.364313,R mgm-3,,
03-01-2020,15:00:00,,,0.075695,R mgm-3,0.429268,R mgm-3,,
03-01-2020,16:00:00,,,0.093164,R mgm-3,0.434917,R mgm-3,,
03-01-2020,17:00:00,,,0.113543,R mgm-3,0.533761,R mgm-3,,
03-01-2020,18:00:00,,,0.160125,R mgm-3,0.626958,R mgm-3,,
03-01-2020,19:00:00,,,0.19215,R mgm-3,0.804879,R mgm-3,,
03-01-2020,20:00:00,,,0.195061,R mgm-3,0.796406,R mgm-3,,
03-01-2020,21:00:00,,,0.163036,R mgm-3,0.666496,R mgm-3,,
03-01-2020,22:00:00,,,0.14848,R mgm-3,0.584596,R mgm-3,,
03-01-2020,23:00:00,,,0.125189,R mgm-3,0.590245,R mgm-3,,
03-01-2020,24:00:00,,,0.101898,R mgm-3,0.516816,R mgm-3,,
04-01-2020,01:00:00,,,0.116489,R mgm-3,,,,
04-01-2020,02:00:00,,,0.116489,R mgm-3,0.168988,R mgm-3,,
04-01-2020,03:00:00,,,0.119402,R mgm-3,0.174621,R mgm-3,,
04-01-2020,04:00:00,,,0.10484,R mgm-3,0.121108,R mgm-3,,
04-01-2020,05:00:00,,,0.101928,R mgm-3,0.090127,R mgm-3,,
04-01-2020,06:00:00,,,0.119402,R mgm-3,0.090127,R mgm-3,,
04-01-2020,07:00:00,,,0.142698,R mgm-3,0.166171,R mgm-3,,
04-01-2020,08:00:00,,,0.163085,R mgm-3,0.214051,R mgm-3,,
04-01-2020,09:00:00,,,0.154347,R mgm-3,0.239399,R mgm-3,,
04-01-2020,10:00:00,,,0.148523,R mgm-3,0.194336,R mgm-3,,
04-01-2020,11:00:00,,,0.15726,R mgm-3,0.230949,R mgm-3,,
04-01-2020,12:00:00,,,0.133962,R mgm-3,0.152089,R mgm-3,,
04-01-2020,13:00:00,,,0.122313,R mgm-3,0.132374,R mgm-3,,
04-01-2020,14:00:00,,,0.107753,R mgm-3,0.115475,R mgm-3,,
04-01-2020,15:00:00,,,0.10484,R mgm-3,0.154905,R mgm-3,,
04-01-2020,16:00:00,,,0.119402,R mgm-3,0.177437,R mgm-3,,
04-01-2020,17:00:00,,,0.136874,R mgm-3,0.171804,R mgm-3,,
04-01-2020,18:00:00,,,0.160172,R mgm-3,0.360507,R mgm-3,,
04-01-2020,19:00:00,,,0.15726,R mgm-3,0.298545,R mgm-3,,
04-01-2020,20:00:00,,,0.221328,R mgm-3,0.436552,R mgm-3,,
04-01-2020,21:00:00,,,0.297047,R mgm-3,0.467532,R mgm-3,,
04-01-2020,22:00:00,,,0.314519,R mgm-3,0.41402,R mgm-3,,
04-01-2020,23:00:00,,,0.311607,R mgm-3,0.442184,R mgm-3,,
04-01-2020,24:00:00,,,0.299958,R mgm-3,0.40557,R mgm-3,,
05-01-2020,01:00:00,,,0.23693,R mgm-3,,,,
05-01-2020,02:00:00,,,0.135944,R mgm-3,0.322075,R mgm-3,,
05-01-2020,03:00:00,,,0.131089,R mgm-3,0.20785,R mgm-3,,
05-01-2020,04:00:00,,,0.107784,R mgm-3,0.146057,R mgm-3,,
05-01-2020,05:00:00,,,0.093219,R mgm-3,0.137631,R mgm-3,,
05-01-2020,06:00:00,,,0.096131,R mgm-3,0.073029,R mgm-3,,
05-01-2020,07:00:00,,,0.090306,R mgm-3,0.11797,R mgm-3,,
05-01-2020,08:00:00,,,0.099044,R mgm-3,0.176954,R mgm-3,,
05-01-2020,09:00:00,,,0.104871,R mgm-3,0.16291,R mgm-3,,
05-01-2020,10:00:00,,,0.122349,R mgm-3,0.230321,R mgm-3,,
05-01-2020,11:00:00,,,0.11361,R mgm-3,0.23313,R mgm-3,,
05-01-2020,12:00:00,,,0.099044,R mgm-3,0.289305,R mgm-3,,
05-01-2020,13:00:00,,,0.087392,R mgm-3,0.334245,R mgm-3,,
05-01-2020,14:00:00,,,0.078653,R mgm-3,0.356716,R mgm-3,,
05-01-2020,15:00:00,,,0.072827,R mgm-3,0.457832,R mgm-3,,
05-01-2020,16:00:00,,,0.101958,R mgm-3,0.412892,R mgm-3,,
05-01-2020,17:00:00,,,0.104871,R mgm-3,0.542096,R mgm-3,,
05-01-2020,18:00:00,,,0.11361,R mgm-3,0.463449,R mgm-3,,
05-01-2020,19:00:00,,,0.136915,R mgm-3,0.379186,R mgm-3,,
05-01-2020,20:00:00,,,0.15148,R mgm-3,0.373568,R mgm-3,,
05-01-2020,21:00:00,,,0.168958,R mgm-3,0.342672,R mgm-3,,
05-01-2020,22:00:00,,,0.16022,R mgm-3,0.390421,R mgm-3,,
05-01-2020,23:00:00,,,0.148567,R mgm-3,0.356716,R mgm-3,,
05-01-2020,24:00:00,,,0.134002,R mgm-3,0.238747,R mgm-3,,
06-01-2020,01:00:00,,,0.139869,R mgm-3,,,,
06-01-2020,02:00:00,,,0.097132,R mgm-3,0.0859,R mgm-3,,
06-01-2020,03:00:00,,,0.090333,R mgm-3,0.081232,R mgm-3,,
06-01-2020,04:00:00,,,0.081591,R mgm-3,0.109244,R mgm-3,,
06-01-2020,05:00:00,,,0.075763,R mgm-3,0.128851,R mgm-3,,
06-01-2020,06:00:00,,,0.081591,R mgm-3,0.165265,R mgm-3,,
06-01-2020,07:00:00,,,0.093247,R mgm-3,0.268907,R mgm-3,,
06-01-2020,08:00:00,,,0.104901,R mgm-3,0.383753,R mgm-3,,
06-01-2020,09:00:00,,,0.128213,R mgm-3,0.448179,R mgm-3,,
06-01-2020,10:00:00,,,0.107815,R mgm-3,0.380952,R mgm-3,,
06-01-2020,11:00:00,,,0.110729,R mgm-3,0.372547,R mgm-3,,
06-01-2020,12:00:00,,,0.119471,R mgm-3,0.37535,R mgm-3,,
06-01-2020,13:00:00,,,0.107815,R mgm-3,0.330532,R mgm-3,,
06-01-2020,14:00:00,,,0.116557,R mgm-3,0.333333,R mgm-3,,
06-01-2020,15:00:00,,,0.131127,R mgm-3,0.392156,R mgm-3,,
06-01-2020,16:00:00,,,0.154438,R mgm-3,0.442576,R mgm-3,,
06-01-2020,17:00:00,,,0.174836,R mgm-3,0.400559,R mgm-3,,
06-01-2020,18:00:00,,,0.195234,R mgm-3,0.347338,R mgm-3,,
06-01-2020,19:00:00,,,0.195234,R mgm-3,0.383753,R mgm-3,,
06-01-2020,20:00:00,,,0.218545,R mgm-3,0.372547,R mgm-3,,
06-01-2020,21:00:00,,,0.268083,R mgm-3,0.492996,R mgm-3,,
06-01-2020,22:00:00,,,0.209804,R mgm-3,0.394957,R mgm-3,,
06-01-2020,23:00:00,,,0.203976,R mgm-3,0.322128,R mgm-3,,
06-01-2020,24:00:00,,,0.19232,R mgm-3,0.288514,R mgm-3,,
07-01-2020,01:00:00,,,0.143796,R mgm-3,,,,
07-01-2020,02:00:00,,,0.108819,R mgm-3,0.346387,R mgm-3,,
07-01-2020,03:00:00,,,0.093273,R mgm-3,0.301692,R mgm-3,,
07-01-2020,04:00:00,,,0.087444,R mgm-3,0.307278,R mgm-3,,
07-01-2020,05:00:00,,,0.084529,R mgm-3,0.382702,R mgm-3,,
07-01-2020,06:00:00,,,0.087444,R mgm-3,0.338006,R mgm-3,,
07-01-2020,07:00:00,,,0.104933,R mgm-3,0.463711,R mgm-3,,
07-01-2020,08:00:00,,,0.142825,R mgm-3,0.581035,R mgm-3,,
07-01-2020,09:00:00,,,0.166143,R mgm-3,0.625731,R mgm-3,,
07-01-2020,10:00:00,,,0.136995,R mgm-3,0.553101,R mgm-3,,
07-01-2020,11:00:00,,,0.104933,R mgm-3,0.432983,R mgm-3,,
07-01-2020,12:00:00,,,0.084529,R mgm-3,0.43857,R mgm-3,,
07-01-2020,13:00:00,,,0.075785,R mgm-3,0.393874,R mgm-3,,
07-01-2020,14:00:00,,,0.0787,R mgm-3,0.382702,R mgm-3,,
07-01-2020,15:00:00,,,0.099103,R mgm-3,0.360354,R mgm-3,,
07-01-2020,16:00:00,,,0.116592,R mgm-3,0.329626,R mgm-3,,
07-01-2020,17:00:00,,,0.14574,R mgm-3,0.371528,R mgm-3,,
07-01-2020,18:00:00,,,0.128251,R mgm-3,0.335213,R mgm-3,,
07-01-2020,19:00:00,,,0.119506,R mgm-3,0.287724,R mgm-3,,
07-01-2020,20:00:00,,,0.122421,R mgm-3,0.226268,R mgm-3,,
07-01-2020,21:00:00,,,0.113677,R mgm-3,0.237442,R mgm-3,,
07-01-2020,22:00:00,,,0.104933,R mgm-3,0.173193,R mgm-3,,
07-01-2020,23:00:00,,,0.102018,R mgm-3,0.103358,R mgm-3,,
07-01-2020,24:00:00,,,0.099103,R mgm-3,0.069836,R mgm-3,,
08-01-2020,01:00:00,,,0.089413,R mgm-3,,,,
08-01-2020,02:00:00,,,0.073864,R mgm-3,0.089144,R mgm-3,,
08-01-2020,03:00:00,,,0.075807,R mgm-3,0.086359,R mgm-3,,
08-01-2020,04:00:00,,,0.078723,R mgm-3,0.075215,R mgm-3,,
08-01-2020,05:00:00,,,0.084554,R mgm-3,0.078001,R mgm-3,,
08-01-2020,06:00:00,,,0.090385,R mgm-3,0.119788,R mgm-3,,
08-01-2020,07:00:00,,,0.104963,R mgm-3,0.261862,R mgm-3,,
08-01-2020,08:00:00,,,0.116626,R mgm-3,0.487509,R mgm-3,,
08-01-2020,09:00:00,,,0.131204,R mgm-3,0.537652,R mgm-3,,
08-01-2020,10:00:00,,,0.099133,R mgm-3,0.495867,R mgm-3,,
08-01-2020,11:00:00,,,0.096216,R mgm-3,0.412293,R mgm-3,,
08-01-2020,12:00:00,,,0.084554,R mgm-3,0.364007,R mgm-3,,
08-01-2020,13:00:00,,,0.08747,R mgm-3,,,,
08-01-2020,14:00:00,,,0.104963,R mgm-3,0.404865,R mgm-3,,
08-01-2020,15:00:00,,,0.107879,R mgm-3,0.426222,R mgm-3,,
08-01-2020,16:00:00,,,0.119542,R mgm-3,0.554368,R mgm-3,,
08-01-2020,17:00:00,,,0.166192,R mgm-3,0.615653,R mgm-3,,
08-01-2020,18:00:00,,,0.201181,R mgm-3,0.668584,R mgm-3,,
08-01-2020,19:00:00,,,0.265325,R mgm-3,0.718727,R mgm-3,,
08-01-2020,20:00:00,,,0.22159,R mgm-3,0.643512,R mgm-3,,
08-01-2020,21:00:00,,,0.250747,R mgm-3,0.484723,R mgm-3,,
08-01-2020,22:00:00,,,0.244915,R mgm-3,0.487509,R mgm-3,,
08-01-2020,23:00:00,,,0.148699,R mgm-3,0.334292,R mgm-3,,
08-01-2020,24:00:00,,,0.113711,R mgm-3,0.253505,R mgm-3,,
09-01-2020,01:00:00,,,0.104995,R mgm-3,0.242205,R mgm-3,,
09-01-2020,02:00:00,,,0.08944,R mgm-3,0.163954,R mgm-3,,
09-01-2020,03:00:00,,,0.096246,R mgm-3,0.108992,R mgm-3,,
09-01-2020,04:00:00,,,0.096246,R mgm-3,0.072661,R mgm-3,,
09-01-2020,05:00:00,,,0.087495,R mgm-3,0.067072,R mgm-3,,
09-01-2020,06:00:00,,,0.084579,R mgm-3,0.097814,R mgm-3,,
09-01-2020,07:00:00,,,0.090412,R mgm-3,0.237547,R mgm-3,,
09-01-2020,08:00:00,,,0.093328,R mgm-3,0.307414,R mgm-3,,
09-01-2020,09:00:00,,,0.087495,R mgm-3,0.416406,R mgm-3,,
09-01-2020,10:00:00,,,0.081663,R mgm-3,0.377281,R mgm-3,,
09-01-2020,11:00:00,,,0.081663,R mgm-3,0.343745,R mgm-3,,
09-01-2020,12:00:00,,,0.075829,R mgm-3,0.399638,R mgm-3,,
09-01-2020,13:00:00,,,0.069996,R mgm-3,0.399638,R mgm-3,,
09-01-2020,14:00:00,,,0.081663,R mgm-3,0.475095,R mgm-3,,
09-01-2020,15:00:00,,,0.099162,R mgm-3,0.449942,R mgm-3,,
09-01-2020,16:00:00,,,0.160408,R mgm-3,0.530988,R mgm-3,,
09-01-2020,17:00:00,,,0.195406,R mgm-3,0.639981,R mgm-3,,
09-01-2020,18:00:00,,,0.157492,R mgm-3,0.517014,R mgm-3,,
09-01-2020,19:00:00,,,0.116661,R mgm-3,0.72941,R mgm-3,,
09-01-2020,20:00:00,,,0.119577,R mgm-3,0.547756,R mgm-3,,
09-01-2020,21:00:00,,,0.116661,R mgm-3,0.564524,R mgm-3,,
09-01-2020,22:00:00,,,0.081663,R mgm-3,0.508631,R mgm-3,,
09-01-2020,23:00:00,,,0.104995,R mgm-3,0.536577,R mgm-3,,
09-01-2020,24:00:00,,,0.110827,R mgm-3,0.315799,R mgm-3,,
10-01-2020,01:00:00,,,0.155593,R mgm-3,0.093453,R mgm-3,,
10-01-2020,02:00:00,,,0.159483,R mgm-3,0.093453,R mgm-3,,
10-01-2020,03:00:00,,,0.172125,R mgm-3,0.086911,R mgm-3,,
10-01-2020,04:00:00,,,0.142951,R mgm-3,0.075696,R mgm-3,,
10-01-2020,05:00:00,,,0.1342,R mgm-3,0.081304,R mgm-3,,
10-01-2020,06:00:00,,,0.131282,R mgm-3,0.112144,R mgm-3,,
10-01-2020,07:00:00,,,0.128365,R mgm-3,0.154197,R mgm-3,,
10-01-2020,08:00:00,,,0.125447,R mgm-3,0.19625,R mgm-3,,
10-01-2020,09:00:00,,,0.157538,R mgm-3,0.285966,R mgm-3,,
10-01-2020,10:00:00,,,0.140033,R mgm-3,0.283163,R mgm-3,,
10-01-2020,11:00:00,,,0.107942,R mgm-3,0.252323,R mgm-3,,
10-01-2020,12:00:00,,,0.081686,R mgm-3,0.280358,R mgm-3,,
10-01-2020,13:00:00,,,0.099191,R mgm-3,0.283163,R mgm-3,,
10-01-2020,14:00:00,,,0.105026,R mgm-3,0.356055,R mgm-3,,
10-01-2020,15:00:00,,,0.105026,R mgm-3,0.353252,R mgm-3,,
10-01-2020,16:00:00,,,0.180877,R mgm-3,0.400912,R mgm-3,,
10-01-2020,17:00:00,,,0.151703,R mgm-3,0.630807,R mgm-3,,
10-01-2020,18:00:00,,,0.224638,R mgm-3,0.751361,R mgm-3,,
10-01-2020,19:00:00,,,0.277151,R mgm-3,0.82986,R mgm-3,,
10-01-2020,20:00:00,,,0.277151,R mgm-3,0.689681,R mgm-3,,
10-01-2020,21:00:00,,,0.224638,R mgm-3,0.622395,R mgm-3,,
10-01-2020,22:00:00,,,0.204216,R mgm-3,0.588752,R mgm-3,,
10-01-2020,23:00:00,,,0.186712,R mgm-3,0.538288,R mgm-3,,
10-01-2020,24:00:00,,,0.148786,R mgm-3,0.479413,R mgm-3,,
11-01-2020,01:00:00,,,0.11673,R mgm-3,0.329999,R mgm-3,,
11-01-2020,02:00:00,,,0.105056,R mgm-3,0.292499,R mgm-3,,
11-01-2020,03:00:00,,,0.090465,R mgm-3,0.2025,R mgm-3,,
11-01-2020,04:00:00,,,0.078792,R mgm-3,0.154687,R mgm-3,,
11-01-2020,05:00:00,,,0.084629,R mgm-3,0.101249,R mgm-3,,
11-01-2020,06:00:00,,,0.081711,R mgm-3,0.07875,R mgm-3,,
11-01-2020,07:00:00,,,0.081711,R mgm-3,0.137812,R mgm-3,,
11-01-2020,08:00:00,,,0.093384,R mgm-3,0.12375,R mgm-3,,
11-01-2020,09:00:00,,,0.096301,R mgm-3,0.174375,R mgm-3,,
11-01-2020,10:00:00,,,0.09922,R mgm-3,0.160313,R mgm-3,,
11-01-2020,11:00:00,,,0.113811,R mgm-3,0.154687,R mgm-3,,
11-01-2020,12:00:00,,,0.134239,R mgm-3,0.151875,R mgm-3,,
11-01-2020,13:00:00,,,0.131321,R mgm-3,0.174375,R mgm-3,,
11-01-2020,14:00:00,,,0.131321,R mgm-3,0.185625,R mgm-3,,
11-01-2020,15:00:00,,,0.128402,R mgm-3,0.185625,R mgm-3,,
11-01-2020,16:00:00,,,0.122566,R mgm-3,0.179999,R mgm-3,,
11-01-2020,17:00:00,,,0.113811,R mgm-3,0.199687,R mgm-3,,
11-01-2020,18:00:00,,,0.113811,R mgm-3,0.174375,R mgm-3,,
11-01-2020,19:00:00,,,0.11673,R mgm-3,0.092812,R mgm-3,,
11-01-2020,20:00:00,,,0.11673,R mgm-3,0.106875,R mgm-3,,
11-01-2020,21:00:00,,,0.102138,R mgm-3,0.129375,R mgm-3,,
11-01-2020,22:00:00,,,0.107975,R mgm-3,0.134999,R mgm-3,,
11-01-2020,23:00:00,,,0.105056,R mgm-3,0.104062,R mgm-3,,
11-01-2020,24:00:00,,,0.105056,R mgm-3,0.106875,R mgm-3,,
12-01-2020,01:00:00,,,0.077842,R mgm-3,0.233236,R mgm-3,,
12-01-2020,02:00:00,,,0.085627,R mgm-3,0.19938,R mgm-3,,
12-01-2020,03:00:00,,,0.087572,R mgm-3,0.129785,R mgm-3,,
12-01-2020,04:00:00,,,0.087572,R mgm-3,0.107214,R mgm-3,,
12-01-2020,05:00:00,,,0.096331,R mgm-3,0.104391,R mgm-3,,
12-01-2020,06:00:00,,,0.099249,R mgm-3,0.076178,R mgm-3,,
12-01-2020,07:00:00,,,0.108006,R mgm-3,0.098749,R mgm-3,,
12-01-2020,08:00:00,,,0.105088,R mgm-3,0.112856,R mgm-3,,
12-01-2020,09:00:00,,,0.108006,R mgm-3,0.141071,R mgm-3,,
12-01-2020,10:00:00,,,0.099249,R mgm-3,0.236997,R mgm-3,,
12-01-2020,11:00:00,,,0.087572,R mgm-3,0.262391,R mgm-3,,
12-01-2020,12:00:00,,,0.084654,R mgm-3,0.338568,R mgm-3,,
12-01-2020,13:00:00,,,0.090492,R mgm-3,0.375246,R mgm-3,,
12-01-2020,14:00:00,,,0.072978,R mgm-3,0.321641,R mgm-3,,
12-01-2020,15:00:00,,,0.078815,R mgm-3,0.445781,R mgm-3,,
12-01-2020,16:00:00,,,0.075897,R mgm-3,0.657386,R mgm-3,,
12-01-2020,17:00:00,,,0.102168,R mgm-3,0.558638,R mgm-3,,
12-01-2020,18:00:00,,,0.108006,R mgm-3,0.651744,R mgm-3,,
12-01-2020,19:00:00,,,0.148873,R mgm-3,0.674315,R mgm-3,,
12-01-2020,20:00:00,,,0.180984,R mgm-3,0.620708,R mgm-3,,
12-01-2020,21:00:00,,,0.186822,R mgm-3,0.626351,R mgm-3,,
12-01-2020,22:00:00,,,0.172226,R mgm-3,0.592495,R mgm-3,,
12-01-2020,23:00:00,,,0.172226,R mgm-3,0.581209,R mgm-3,,
12-01-2020,24:00:00,,,0.148873,R mgm-3,0.513495,R mgm-3,,
13-01-2020,01:00:00,,,0.136265,R mgm-3,0.373601,R mgm-3,,
13-01-2020,02:00:00,,,0.105118,R mgm-3,0.252841,R mgm-3,,
13-01-2020,03:00:00,,,0.084678,R mgm-3,0.186801,R mgm-3,,
13-01-2020,04:00:00,,,0.078838,R mgm-3,0.164158,R mgm-3,,
13-01-2020,05:00:00,,,0.078838,R mgm-3,0.18397,R mgm-3,,
13-01-2020,06:00:00,,,0.084678,R mgm-3,0.212273,R mgm-3,,
13-01-2020,07:00:00,,,0.096359,R mgm-3,0.350959,R mgm-3,,
13-01-2020,08:00:00,,,0.122638,R mgm-3,0.458511,R mgm-3,,
13-01-2020,09:00:00,,,0.169357,R mgm-3,0.438699,R mgm-3,,
13-01-2020,10:00:00,,,0.137238,R mgm-3,0.370771,R mgm-3,,
13-01-2020,11:00:00,,,0.102198,R mgm-3,0.333976,R mgm-3,,
13-01-2020,12:00:00,,,0.093439,R mgm-3,0.367941,R mgm-3,,
13-01-2020,13:00:00,,,0.093439,R mgm-3,0.387753,R mgm-3,,
13-01-2020,14:00:00,,,0.108038,R mgm-3,0.384923,R mgm-3,,
13-01-2020,15:00:00,,,0.108038,R mgm-3,0.376431,R mgm-3,,
13-01-2020,16:00:00,,,0.119718,R mgm-3,0.393413,R mgm-3,,
13-01-2020,17:00:00,,,0.120691,R mgm-3,0.345298,R mgm-3,,
13-01-2020,18:00:00,,,,,0.300013,R mgm-3,,
13-01-2020,19:00:00,,,0.108038,R mgm-3,0.234916,R mgm-3,,
13-01-2020,20:00:00,,,0.122638,R mgm-3,0.144346,R mgm-3,,
13-01-2020,21:00:00,,,0.128478,R mgm-3,0.124533,R mgm-3,,
13-01-2020,22:00:00,,,0.116798,R mgm-3,0.09623,R mgm-3,,
13-01-2020,23:00:00,,,0.116798,R mgm-3,0.215103,R mgm-3,,
13-01-2020,24:00:00,,,0.087599,R mgm-3,0.17831,R mgm-3,,
14-01-2020,01:00:00,,,0.077828,R mgm-3,0.257423,R mgm-3,,
14-01-2020,02:00:00,,,0.077828,R mgm-3,0.215781,R mgm-3,,
14-01-2020,03:00:00,,,0.078801,R mgm-3,0.215781,R mgm-3,,
14-01-2020,04:00:00,,,0.084639,R mgm-3,0.207264,R mgm-3,,
14-01-2020,05:00:00,,,0.08172,R mgm-3,0.198745,R mgm-3,,
14-01-2020,06:00:00,,,0.072964,R mgm-3,0.249851,R mgm-3,,
14-01-2020,07:00:00,,,0.084639,R mgm-3,0.440079,R mgm-3,,
14-01-2020,08:00:00,,,0.119661,R mgm-3,0.590558,R mgm-3,,
14-01-2020,09:00:00,,,0.151765,R mgm-3,0.593397,R mgm-3,,
14-01-2020,10:00:00,,,0.148846,R mgm-3,0.573523,R mgm-3,,
14-01-2020,11:00:00,,,0.131336,R mgm-3,0.516738,R mgm-3,,
14-01-2020,12:00:00,,,0.128417,R mgm-3,0.496864,R mgm-3,,
14-01-2020,13:00:00,,,0.128417,R mgm-3,0.335029,R mgm-3,,
14-01-2020,14:00:00,,,0.134254,R mgm-3,0.232817,R mgm-3,,
14-01-2020,15:00:00,,,0.128417,R mgm-3,0.235655,R mgm-3,,
14-01-2020,16:00:00,,,0.134254,R mgm-3,0.198745,R mgm-3,,
14-01-2020,17:00:00,,,0.157602,R mgm-3,0.195907,R mgm-3,,
14-01-2020,18:00:00,,,0.14301,R mgm-3,0.210102,R mgm-3,,
14-01-2020,19:00:00,,,0.14301,R mgm-3,0.232817,R mgm-3,,
14-01-2020,20:00:00,,,0.134254,R mgm-3,0.116408,R mgm-3,,
14-01-2020,21:00:00,,,0.128417,R mgm-3,0.079499,R mgm-3,,
14-01-2020,22:00:00,,,0.110905,R mgm-3,0.110729,R mgm-3,,
14-01-2020,23:00:00,,,0.113824,R mgm-3,0.085176,R mgm-3,,
14-01-2020,24:00:00,,,0.107987,R mgm-3,0.07382,R mgm-3,,
15-01-2020,01:00:00,,,0.085571,R mgm-3,0.083545,R mgm-3,,
15-01-2020,02:00:00,,,0.070013,R mgm-3,0.083545,R mgm-3,,
15-01-2020,03:00:00,,,0.078764,R mgm-3,0.071204,R mgm-3,,
15-01-2020,04:00:00,,,0.078764,R mgm-3,0.085444,R mgm-3,,
15-01-2020,05:00:00,,,0.084599,R mgm-3,0.185129,R mgm-3,,
15-01-2020,06:00:00,,,0.105019,R mgm-3,0.22785,R mgm-3,,
