End Date,End Time,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units
01-01-2019,11:00:00,22.85789,R ugm-3,21.64658,R ugm-3,53.4049,R ugm-3,7.88537,R ugm-3,7.84107,R ugm-3,,,42.4792,R ugm-3,16.92131,R ugm-3,23.50281,R ugm-3,19.03721,R ugm-3,55.02636,R ugm-3,28.11625,R ugm-3,46.74053,R ugm-3
01-01-2019,12:00:00,24.47994,R ugm-3,21.79735,R ugm-3,34.52993,R ugm-3,9.57071,R ugm-3,7.73855,R ugm-3,,,38.06148,R ugm-3,15.44806,R ugm-3,14.40498,R ugm-3,21.82948,R ugm-3,39.07872,R ugm-3,26.88399,R ugm-3,42.4529,R ugm-3
01-01-2019,13:00:00,15.71912,R ugm-3,30.91246,R ugm-3,30.90194,R ugm-3,9.71405,R ugm-3,8.56718,R ugm-3,,,37.36143,R ugm-3,11.1329,R ugm-3,9.63496,R ugm-3,17.68901,R ugm-3,24.70805,R ugm-3,31.79272,R ugm-3,40.51405,R ugm-3
01-01-2019,14:00:00,11.96625,R ugm-3,36.90097,R ugm-3,30.85165,R ugm-3,11.12706,R ugm-3,11.40647,R ugm-3,,,40.46415,R ugm-3,18.38845,R ugm-3,10.13244,R ugm-3,10.75758,R ugm-3,26.1846,R ugm-3,38.74391,R ugm-3,40.37643,R ugm-3
01-01-2019,15:00:00,13.55567,R ugm-3,29.48088,R ugm-3,25.39126,R ugm-3,12.52898,R ugm-3,10.99291,R ugm-3,,,38.52544,R ugm-3,23.53273,R ugm-3,19.21776,R ugm-3,11.9879,R ugm-3,33.56661,R ugm-3,35.56433,R ugm-3,37.49825,R ugm-3
01-01-2019,16:00:00,16.06435,R ugm-3,41.69423,R ugm-3,35.72636,R ugm-3,15.85223,R ugm-3,15.80617,R ugm-3,,,51.16613,R ugm-3,27.67378,R ugm-3,24.03243,R ugm-3,12.15004,R ugm-3,35.06314,R ugm-3,44.54543,R ugm-3,43.63432,R ugm-3
01-01-2019,17:00:00,17.22543,R ugm-3,53.64918,R ugm-3,41.12872,R ugm-3,23.46685,R ugm-3,13.38153,R ugm-3,,,55.58895,R ugm-3,28.2362,R ugm-3,22.96529,R ugm-3,15.58747,R ugm-3,31.50116,R ugm-3,36.19576,R ugm-3,47.14139,R ugm-3
01-01-2019,18:00:00,9.79434,R ugm-3,42.86054,R ugm-3,43.85188,R ugm-3,27.54987,R ugm-3,12.34946,R ugm-3,,,41.72944,R ugm-3,23.04791,R ugm-3,18.92386,R ugm-3,9.19564,R ugm-3,31.9537,R ugm-3,30.66056,R ugm-3,45.13994,R ugm-3
01-01-2019,19:00:00,12.9889,R ugm-3,41.09084,R ugm-3,35.58841,R ugm-3,24.68523,R ugm-3,8.78104,R ugm-3,,,37.44867,R ugm-3,24.28759,R ugm-3,22.29947,R ugm-3,8.551,R ugm-3,27.72135,R ugm-3,31.93686,R ugm-3,51.71043,R ugm-3
01-01-2019,20:00:00,13.11283,R ugm-3,35.97462,R ugm-3,33.77065,R ugm-3,23.82805,R ugm-3,13.48581,R ugm-3,,,26.60202,R ugm-3,30.4174,R ugm-3,17.48293,R ugm-3,6.08511,R ugm-3,25.64653,R ugm-3,26.9597,R ugm-3,61.45589,R ugm-3
01-01-2019,21:00:00,24.05376,R ugm-3,46.02544,R ugm-3,29.25211,R ugm-3,26.98301,R ugm-3,10.07245,R ugm-3,,,28.68663,R ugm-3,19.77277,R ugm-3,16.87677,R ugm-3,10.16324,R ugm-3,22.93678,R ugm-3,26.21311,R ugm-3,50.96558,R ugm-3
01-01-2019,22:00:00,10.28284,R ugm-3,38.71471,R ugm-3,26.99826,R ugm-3,21.49277,R ugm-3,7.64401,R ugm-3,,,23.61773,R ugm-3,7.30091,R ugm-3,13.61172,R ugm-3,5.38783,R ugm-3,24.63443,R ugm-3,26.76493,R ugm-3,48.1532,R ugm-3
01-01-2019,23:00:00,7.57315,R ugm-3,45.36502,R ugm-3,31.66715,R ugm-3,25.39398,R ugm-3,9.50582,R ugm-3,,,25.16287,R ugm-3,11.18227,R ugm-3,15.76561,R ugm-3,6.93615,R ugm-3,30.49486,R ugm-3,22.21861,R ugm-3,38.88511,R ugm-3
01-01-2019,24:00:00,12.84804,R ugm-3,40.19343,R ugm-3,31.98732,R ugm-3,25.63294,R ugm-3,8.26193,R ugm-3,,,24.11427,R ugm-3,18.39345,R ugm-3,16.97856,R ugm-3,11.44805,R ugm-3,24.78823,R ugm-3,32.52803,R ugm-3,47.40634,R ugm-3
02-01-2019,01:00:00,6.57045,R ugm-3,31.11577,R ugm-3,22.33103,R ugm-3,26.93245,R ugm-3,13.84768,R ugm-3,,,26.31056,R ugm-3,17.13313,R ugm-3,14.89701,R ugm-3,7.38595,R ugm-3,23.14487,R ugm-3,34.84947,R ugm-3,41.46114,R ugm-3
02-01-2019,02:00:00,6.23808,R ugm-3,25.95853,R ugm-3,19.2726,R ugm-3,20.27463,R ugm-3,8.95987,R ugm-3,,,26.92001,R ugm-3,16.95837,R ugm-3,13.71835,R ugm-3,,,21.86118,R ugm-3,25.19742,R ugm-3,43.92236,R ugm-3
02-01-2019,03:00:00,5.59831,R ugm-3,20.80921,R ugm-3,16.17468,R ugm-3,10.95284,R ugm-3,5.21596,R ugm-3,,,24.86968,R ugm-3,17.32754,R ugm-3,12.11143,R ugm-3,9.08861,R ugm-3,22.93182,R ugm-3,21.564,R ugm-3,42.81007,R ugm-3
02-01-2019,04:00:00,6.08705,R ugm-3,17.5779,R ugm-3,13.79434,R ugm-3,9.42911,R ugm-3,3.04858,R ugm-3,,,24.31943,R ugm-3,22.83056,R ugm-3,8.9066,R ugm-3,11.28636,R ugm-3,15.62188,R ugm-3,15.81236,R ugm-3,32.81222,R ugm-3
02-01-2019,05:00:00,7.13696,R ugm-3,22.73457,R ugm-3,16.87983,R ugm-3,10.2539,R ugm-3,2.8905,R ugm-3,,,24.75082,R ugm-3,19.15743,R ugm-3,11.11747,R ugm-3,7.0421,R ugm-3,21.43225,R ugm-3,24.82515,R ugm-3,37.65517,R ugm-3
02-01-2019,06:00:00,11.32188,R ugm-3,34.5593,R ugm-3,25.88089,R ugm-3,15.09371,R ugm-3,6.24834,R ugm-3,,,28.63012,R ugm-3,23.08337,R ugm-3,17.64793,R ugm-3,7.05005,R ugm-3,29.07449,R ugm-3,39.18652,R ugm-3,41.06209,R ugm-3
02-01-2019,07:00:00,20.92951,R ugm-3,63.98984,R ugm-3,44.23498,R ugm-3,25.59762,R ugm-3,13.33706,R ugm-3,,,38.49933,R ugm-3,35.43939,R ugm-3,30.24493,R ugm-3,13.05913,R ugm-3,42.71859,R ugm-3,85.48119,R ugm-3,55.15038,R ugm-3
02-01-2019,08:00:00,27.42053,R ugm-3,83.06854,R ugm-3,51.3051,R ugm-3,40.84038,R ugm-3,21.7611,R ugm-3,,,38.3924,R ugm-3,58.00003,R ugm-3,48.07375,R ugm-3,25.93848,R ugm-3,50.68804,R ugm-3,63.92401,R ugm-3,66.07759,R ugm-3
02-01-2019,09:00:00,29.45282,R ugm-3,83.38448,R ugm-3,48.59911,R ugm-3,36.87516,R ugm-3,20.36567,R ugm-3,,,43.33229,R ugm-3,52.8712,R ugm-3,41.15147,R ugm-3,24.05802,R ugm-3,45.38936,R ugm-3,66.14602,R ugm-3,61.93115,R ugm-3
02-01-2019,10:00:00,27.88345,R ugm-3,93.53254,R ugm-3,56.16287,R ugm-3,39.54498,R ugm-3,23.04461,R ugm-3,,,46.41168,R ugm-3,43.4558,R ugm-3,36.02001,R ugm-3,26.86055,R ugm-3,54.06399,R ugm-3,84.43037,R ugm-3,70.20376,R ugm-3
02-01-2019,11:00:00,22.71369,R ugm-3,,,57.04426,R ugm-3,37.69307,R ugm-3,18.7589,R ugm-3,,,43.65721,R ugm-3,35.28064,R ugm-3,32.69618,R ugm-3,26.43989,R ugm-3,49.82502,R ugm-3,91.39913,R ugm-3,67.0271,R ugm-3
02-01-2019,12:00:00,23.05136,R ugm-3,89.4216,R ugm-3,50.86094,R ugm-3,36.39776,R ugm-3,16.89568,R ugm-3,,,44.68658,R ugm-3,26.69069,R ugm-3,28.47815,R ugm-3,19.61752,R ugm-3,43.63858,R ugm-3,81.21631,R ugm-3,66.81212,R ugm-3
02-01-2019,13:00:00,20.426,R ugm-3,80.51882,R ugm-3,53.35294,R ugm-3,41.25618,R ugm-3,17.30687,R ugm-3,,,44.54431,R ugm-3,22.9513,R ugm-3,27.69572,R ugm-3,17.74175,R ugm-3,47.45205,R ugm-3,92.69745,R ugm-3,69.17675,R ugm-3
02-01-2019,14:00:00,22.29494,R ugm-3,87.58862,R ugm-3,43.51704,R ugm-3,36.40965,R ugm-3,12.65795,R ugm-3,20.0175,R ugm-3,37.95872,R ugm-3,21.01545,R ugm-3,27.6849,R ugm-3,16.71163,R ugm-3,50.39779,R ugm-3,84.31023,R ugm-3,71.74182,R ugm-3
02-01-2019,15:00:00,27.91412,R ugm-3,87.7138,R ugm-3,42.98227,R ugm-3,30.57679,R ugm-3,11.21104,R ugm-3,20.94188,R ugm-3,36.59341,R ugm-3,16.70831,R ugm-3,,,14.61435,R ugm-3,48.45833,R ugm-3,75.48648,R ugm-3,76.91421,R ugm-3
02-01-2019,16:00:00,33.61192,R ugm-3,93.71498,R ugm-3,51.1158,R ugm-3,40.85899,R ugm-3,19.75171,R ugm-3,28.20938,R ugm-3,44.36441,R ugm-3,29.51835,R ugm-3,35.91964,R ugm-3,20.14586,R ugm-3,48.81884,R ugm-3,70.06393,R ugm-3,79.36664,R ugm-3
02-01-2019,17:00:00,29.51299,R ugm-3,88.00917,R ugm-3,53.40846,R ugm-3,39.92883,R ugm-3,27.70889,R ugm-3,29.35688,R ugm-3,44.81278,R ugm-3,29.65988,R ugm-3,39.16834,R ugm-3,25.83368,R ugm-3,47.64191,R ugm-3,81.03039,R ugm-3,77.51643,R ugm-3
02-01-2019,18:00:00,31.92716,R ugm-3,84.16093,R ugm-3,53.40846,R ugm-3,49.98533,R ugm-3,29.99039,R ugm-3,29.59594,R ugm-3,45.87015,R ugm-3,41.42246,R ugm-3,48.20354,R ugm-3,26.47116,R ugm-3,61.31396,R ugm-3,65.39798,R ugm-3,78.11167,R ugm-3
02-01-2019,19:00:00,32.33364,R ugm-3,98.12959,R ugm-3,56.34551,R ugm-3,46.31498,R ugm-3,28.64707,R ugm-3,39.58875,R ugm-3,41.11843,R ugm-3,49.2372,R ugm-3,43.10753,R ugm-3,24.65159,R ugm-3,56.34113,R ugm-3,66.43539,R ugm-3,80.50821,R ugm-3
02-01-2019,20:00:00,36.76416,R ugm-3,92.51952,R ugm-3,55.53696,R ugm-3,43.10155,R ugm-3,31.54126,R ugm-3,43.70063,R ugm-3,42.00874,R ugm-3,48.04877,R ugm-3,47.24924,R ugm-3,26.20898,R ugm-3,53.21628,R ugm-3,72.75441,R ugm-3,77.08093,R ugm-3
02-01-2019,21:00:00,31.13517,R ugm-3,75.58136,R ugm-3,52.43433,R ugm-3,42.90491,R ugm-3,37.75123,R ugm-3,42.74438,R ugm-3,43.54798,R ugm-3,50.61485,R ugm-3,52.5069,R ugm-3,23.26135,R ugm-3,54.19798,R ugm-3,66.30144,R ugm-3,78.51993,R ugm-3
02-01-2019,22:00:00,27.88841,R ugm-3,70.29288,R ugm-3,50.50819,R ugm-3,41.67707,R ugm-3,26.68047,R ugm-3,38.77594,R ugm-3,42.08217,R ugm-3,44.49037,R ugm-3,41.8816,R ugm-3,28.30193,R ugm-3,51.52311,R ugm-3,56.64003,R ugm-3,68.05239,R ugm-3
02-01-2019,23:00:00,19.99503,R ugm-3,72.51695,R ugm-3,47.65704,R ugm-3,38.69538,R ugm-3,21.19831,R ugm-3,31.41281,R ugm-3,42.43417,R ugm-3,34.2464,R ugm-3,36.45388,R ugm-3,27.0136,R ugm-3,47.0961,R ugm-3,61.55509,R ugm-3,67.6341,R ugm-3
02-01-2019,24:00:00,20.35729,R ugm-3,50.11366,R ugm-3,41.71899,R ugm-3,33.25189,R ugm-3,19.69792,R ugm-3,37.24594,R ugm-3,35.31117,R ugm-3,40.794,R ugm-3,34.12582,R ugm-3,26.09767,R ugm-3,45.33885,R ugm-3,60.59065,R ugm-3,72.54087,R ugm-3
03-01-2019,01:00:00,20.66977,R ugm-3,56.01405,R ugm-3,38.22585,R ugm-3,27.79489,R ugm-3,19.2397,R ugm-3,35.44528,R ugm-3,33.59652,R ugm-3,37.61018,R ugm-3,33.59878,R ugm-3,19.05269,R ugm-3,39.21275,R ugm-3,54.26427,R ugm-3,62.78998,R ugm-3
03-01-2019,02:00:00,14.93269,R ugm-3,39.46468,R ugm-3,24.93164,R ugm-3,24.17448,R ugm-3,18.82813,R ugm-3,28.18965,R ugm-3,23.47152,R ugm-3,30.14711,R ugm-3,31.74379,R ugm-3,,,38.62352,R ugm-3,37.22532,R ugm-3,55.5045,R ugm-3
03-01-2019,03:00:00,19.00153,R ugm-3,31.52456,R ugm-3,27.29633,R ugm-3,23.40261,R ugm-3,17.32031,R ugm-3,20.04451,R ugm-3,22.50975,R ugm-3,24.31638,R ugm-3,19.60071,R ugm-3,13.3324,R ugm-3,32.01344,R ugm-3,29.17019,R ugm-3,58.01687,R ugm-3
03-01-2019,04:00:00,19.06545,R ugm-3,36.1843,R ugm-3,20.7839,R ugm-3,22.79251,R ugm-3,18.25353,R ugm-3,17.61054,R ugm-3,20.94497,R ugm-3,22.35808,R ugm-3,15.78033,R ugm-3,14.39541,R ugm-3,30.84064,R ugm-3,34.89968,R ugm-3,59.35065,R ugm-3
03-01-2019,05:00:00,30.2687,R ugm-3,37.94152,R ugm-3,28.40158,R ugm-3,,,15.14871,R ugm-3,21.04666,R ugm-3,23.11714,R ugm-3,28.87845,R ugm-3,21.48254,R ugm-3,15.63634,R ugm-3,40.79444,R ugm-3,40.10261,R ugm-3,51.19367,R ugm-3
03-01-2019,06:00:00,39.02544,R ugm-3,45.84511,R ugm-3,29.30597,R ugm-3,30.92636,R ugm-3,19.80519,R ugm-3,20.76043,R ugm-3,28.49171,R ugm-3,29.11736,R ugm-3,25.20114,R ugm-3,23.6199,R ugm-3,44.22591,R ugm-3,84.45848,R ugm-3,59.94414,R ugm-3
03-01-2019,07:00:00,51.35111,R ugm-3,82.79496,R ugm-3,42.14811,R ugm-3,41.21351,R ugm-3,25.03376,R ugm-3,28.87352,R ugm-3,43.95373,R ugm-3,41.02624,R ugm-3,34.88174,R ugm-3,34.19766,R ugm-3,53.94051,R ugm-3,111.35393,R ugm-3,62.79505,R ugm-3
03-01-2019,08:00:00,62.8628,R ugm-3,102.36567,R ugm-3,55.90112,R ugm-3,,,27.45764,R ugm-3,44.52746,R ugm-3,33.8705,R ugm-3,58.8814,R ugm-3,47.99871,R ugm-3,36.54786,R ugm-3,59.81247,R ugm-3,82.4653,R ugm-3,70.20719,R ugm-3
03-01-2019,09:00:00,62.84369,R ugm-3,102.09356,R ugm-3,54.06388,R ugm-3,,,56.14937,R ugm-3,42.42782,R ugm-3,36.5673,R ugm-3,44.59799,R ugm-3,25.77588,R ugm-3,38.00379,R ugm-3,57.74625,R ugm-3,113.28259,R ugm-3,87.34746,R ugm-3
03-01-2019,10:00:00,60.69854,R ugm-3,105.80711,R ugm-3,45.30896,R ugm-3,,,40.74538,R ugm-3,23.86274,R ugm-3,40.25629,R ugm-3,32.2234,R ugm-3,45.01404,R ugm-3,34.5777,R ugm-3,66.76417,R ugm-3,82.72649,R ugm-3,90.36174,R ugm-3
03-01-2019,11:00:00,48.47372,R ugm-3,90.87036,R ugm-3,50.2486,R ugm-3,,,30.55091,R ugm-3,17.46769,R ugm-3,41.20379,R ugm-3,27.72937,R ugm-3,38.95094,R ugm-3,31.09521,R ugm-3,54.07318,R ugm-3,87.12606,R ugm-3,90.13266,R ugm-3
03-01-2019,12:00:00,37.88645,R ugm-3,94.07895,R ugm-3,,,44.77102,R ugm-3,21.29791,R ugm-3,15.51091,R ugm-3,39.39997,R ugm-3,25.08369,R ugm-3,30.50445,R ugm-3,35.50926,R ugm-3,53.65147,R ugm-3,99.844,R ugm-3,97.1408,R ugm-3
03-01-2019,13:00:00,29.25093,R ugm-3,73.68885,R ugm-3,44.68054,R ugm-3,50.78632,R ugm-3,19.08105,R ugm-3,17.22914,R ugm-3,36.90131,R ugm-3,21.23835,R ugm-3,26.88284,R ugm-3,26.91042,R ugm-3,44.50999,R ugm-3,78.07086,R ugm-3,91.32907,R ugm-3
03-01-2019,14:00:00,29.42527,R ugm-3,82.54725,R ugm-3,32.46392,R ugm-3,49.2208,R ugm-3,17.32236,R ugm-3,17.03822,R ugm-3,37.75833,R ugm-3,21.0846,R ugm-3,21.34256,R ugm-3,23.00024,R ugm-3,55.17894,R ugm-3,92.58558,R ugm-3,96.44297,R ugm-3
03-01-2019,15:00:00,27.71052,R ugm-3,79.89008,R ugm-3,43.64046,R ugm-3,44.56318,R ugm-3,16.60033,R ugm-3,19.04248,R ugm-3,38.11021,R ugm-3,25.72115,R ugm-3,20.83757,R ugm-3,24.21677,R ugm-3,48.33266,R ugm-3,74.27655,R ugm-3,79.88777,R ugm-3
03-01-2019,16:00:00,29.49831,R ugm-3,85.6336,R ugm-3,48.50811,R ugm-3,41.27116,R ugm-3,18.41078,R ugm-3,20.66503,R ugm-3,43.10211,R ugm-3,31.53891,R ugm-3,30.10056,R ugm-3,22.00952,R ugm-3,50.39543,R ugm-3,88.53316,R ugm-3,86.32877,R ugm-3
03-01-2019,17:00:00,31.77757,R ugm-3,88.9814,R ugm-3,48.48164,R ugm-3,59.94309,R ugm-3,21.62809,R ugm-3,24.29239,R ugm-3,50.41191,R ugm-3,31.41718,R ugm-3,33.03057,R ugm-3,24.06002,R ugm-3,49.71984,R ugm-3,60.99688,R ugm-3,76.18763,R ugm-3
03-01-2019,18:00:00,33.0436,R ugm-3,78.12347,R ugm-3,48.8853,R ugm-3,54.2869,R ugm-3,27.52648,R ugm-3,42.76166,R ugm-3,60.09503,R ugm-3,43.54018,R ugm-3,40.62421,R ugm-3,23.89405,R ugm-3,47.74286,R ugm-3,68.36362,R ugm-3,81.60054,R ugm-3
03-01-2019,19:00:00,35.65658,R ugm-3,95.05897,R ugm-3,49.6952,R ugm-3,57.42009,R ugm-3,27.98931,R ugm-3,38.99177,R ugm-3,43.44954,R ugm-3,31.46465,R ugm-3,40.62901,R ugm-3,27.75106,R ugm-3,51.8461,R ugm-3,85.42947,R ugm-3,72.503,R ugm-3
03-01-2019,20:00:00,32.93194,R ugm-3,84.14621,R ugm-3,51.92503,R ugm-3,52.9891,R ugm-3,36.8869,R ugm-3,41.71156,R ugm-3,52.77518,R ugm-3,44.36497,R ugm-3,42.60714,R ugm-3,26.42219,R ugm-3,55.50188,R ugm-3,70.71962,R ugm-3,82.12537,R ugm-3
03-01-2019,21:00:00,32.23042,R ugm-3,87.1315,R ugm-3,50.28325,R ugm-3,57.29974,R ugm-3,41.48488,R ugm-3,40.99585,R ugm-3,47.776,R ugm-3,44.64468,R ugm-3,44.09947,R ugm-3,30.77202,R ugm-3,61.64031,R ugm-3,76.0355,R ugm-3,83.56032,R ugm-3
03-01-2019,22:00:00,57.09186,R ugm-3,67.13297,R ugm-3,55.88389,R ugm-3,57.10707,R ugm-3,39.98773,R ugm-3,46.72278,R ugm-3,41.80274,R ugm-3,58.18279,R ugm-3,55.09745,R ugm-3,35.02012,R ugm-3,63.12325,R ugm-3,87.00304,R ugm-3,78.0978,R ugm-3
03-01-2019,23:00:00,57.2131,R ugm-3,58.84113,R ugm-3,61.71927,R ugm-3,57.6682,R ugm-3,45.61577,R ugm-3,55.79082,R ugm-3,55.44567,R ugm-3,57.81281,R ugm-3,60.79369,R ugm-3,45.69801,R ugm-3,65.68935,R ugm-3,88.48874,R ugm-3,77.33533,R ugm-3
03-01-2019,24:00:00,57.16042,R ugm-3,46.877,R ugm-3,50.86647,R ugm-3,51.97722,R ugm-3,37.33989,R ugm-3,52.30652,R ugm-3,52.59582,R ugm-3,56.56324,R ugm-3,41.15026,R ugm-3,43.88644,R ugm-3,54.4134,R ugm-3,73.9365,R ugm-3,73.40528,R ugm-3
04-01-2019,01:00:00,52.08623,R ugm-3,36.05937,R ugm-3,45.54304,R ugm-3,48.82685,R ugm-3,33.24317,R ugm-3,53.29069,R ugm-3,41.89221,R ugm-3,55.99422,R ugm-3,35.41357,R ugm-3,52.91761,R ugm-3,53.56143,R ugm-3,65.58676,R ugm-3,70.39578,R ugm-3
04-01-2019,02:00:00,52.6521,R ugm-3,25.86075,R ugm-3,36.82832,R ugm-3,52.8168,R ugm-3,34.76405,R ugm-3,48.781,R ugm-3,29.34129,R ugm-3,45.68692,R ugm-3,32.81549,R ugm-3,,,52.14378,R ugm-3,66.43319,R ugm-3,69.28593,R ugm-3
04-01-2019,03:00:00,47.928,R ugm-3,30.03946,R ugm-3,33.6045,R ugm-3,47.72493,R ugm-3,29.23666,R ugm-3,50.49742,R ugm-3,25.6041,R ugm-3,46.73916,R ugm-3,24.61008,R ugm-3,44.40884,R ugm-3,41.18231,R ugm-3,61.52849,R ugm-3,65.77024,R ugm-3
04-01-2019,04:00:00,45.33309,R ugm-3,31.73127,R ugm-3,27.46797,R ugm-3,32.39294,R ugm-3,20.48989,R ugm-3,45.35255,R ugm-3,23.35763,R ugm-3,47.44811,R ugm-3,23.61194,R ugm-3,41.49489,R ugm-3,38.11574,R ugm-3,56.81615,R ugm-3,62.53237,R ugm-3
04-01-2019,05:00:00,44.82997,R ugm-3,32.21096,R ugm-3,28.888,R ugm-3,31.88391,R ugm-3,15.883,R ugm-3,32.4897,R ugm-3,32.20072,R ugm-3,45.57797,R ugm-3,25.44198,R ugm-3,42.67121,R ugm-3,40.28666,R ugm-3,51.43571,R ugm-3,59.66003,R ugm-3
04-01-2019,06:00:00,29.90032,R ugm-3,37.1376,R ugm-3,29.1357,R ugm-3,30.57763,R ugm-3,14.69364,R ugm-3,28.87071,R ugm-3,33.59287,R ugm-3,31.50334,R ugm-3,25.73135,R ugm-3,26.13636,R ugm-3,43.25757,R ugm-3,53.39354,R ugm-3,48.61749,R ugm-3
04-01-2019,07:00:00,44.31852,R ugm-3,64.05785,R ugm-3,34.67354,R ugm-3,33.89699,R ugm-3,22.30299,R ugm-3,32.91812,R ugm-3,39.73512,R ugm-3,39.6705,R ugm-3,32.38589,R ugm-3,30.06829,R ugm-3,44.76183,R ugm-3,82.33057,R ugm-3,52.89511,R ugm-3
04-01-2019,08:00:00,41.72597,R ugm-3,83.78961,R ugm-3,48.21918,R ugm-3,,,31.65905,R ugm-3,45.2629,R ugm-3,45.13464,R ugm-3,52.71623,R ugm-3,49.73597,R ugm-3,33.55014,R ugm-3,49.16408,R ugm-3,78.62114,R ugm-3,59.60825,R ugm-3
04-01-2019,09:00:00,44.42327,R ugm-3,95.61098,R ugm-3,50.43735,R ugm-3,44.07933,R ugm-3,41.38625,R ugm-3,60.48847,R ugm-3,54.49998,R ugm-3,60.72364,R ugm-3,54.83379,R ugm-3,36.12256,R ugm-3,64.06833,R ugm-3,83.82496,R ugm-3,66.61574,R ugm-3
04-01-2019,10:00:00,50.0402,R ugm-3,88.18102,R ugm-3,50.04163,R ugm-3,52.66927,R ugm-3,40.38315,R ugm-3,56.95906,R ugm-3,51.19375,R ugm-3,55.48342,R ugm-3,51.60717,R ugm-3,36.91897,R ugm-3,55.19702,R ugm-3,79.85914,R ugm-3,61.13882,R ugm-3
04-01-2019,11:00:00,40.92783,R ugm-3,87.0142,R ugm-3,47.37454,R ugm-3,45.95743,R ugm-3,32.85684,R ugm-3,46.84955,R ugm-3,56.59,R ugm-3,46.64478,R ugm-3,51.85346,R ugm-3,34.89431,R ugm-3,54.54715,R ugm-3,87.63842,R ugm-3,69.65117,R ugm-3
04-01-2019,12:00:00,43.02658,R ugm-3,70.42195,R ugm-3,,,29.44057,R ugm-3,19.15485,R ugm-3,43.94182,R ugm-3,53.52093,R ugm-3,45.05557,R ugm-3,36.02613,R ugm-3,,,51.70498,R ugm-3,70.53238,R ugm-3,84.46934,R ugm-3
