End Date,End Time,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units,NO2,Status/units
01-01-2020,12:00:00,35.37363,R ugm-3,,,45.53303,R ugm-3,,,39.09113,R ugm-3,54.10677,R ugm-3,48.59751,R ugm-3,46.08101,R ugm-3,50.31042,R ugm-3,,,44.4348,R ugm-3,48.02306,R ugm-3,28.80863,R ugm-3
01-01-2020,13:00:00,38.29924,R ugm-3,,,41.91585,R ugm-3,,,42.74644,R ugm-3,50.57908,R ugm-3,50.6278,R ugm-3,34.47293,R ugm-3,41.4529,R ugm-3,,,58.05776,R ugm-3,49.47254,R ugm-3,29.14684,R ugm-3
01-01-2020,14:00:00,40.06754,R ugm-3,,,40.22792,R ugm-3,,,45.60864,R ugm-3,50.7742,R ugm-3,43.87306,R ugm-3,44.50875,R ugm-3,39.11314,R ugm-3,,,62.19745,R ugm-3,43.34504,R ugm-3,31.74168,R ugm-3
01-01-2020,15:00:00,43.31968,R ugm-3,,,38.68886,R ugm-3,,,41.00701,R ugm-3,65.23488,R ugm-3,46.0542,R ugm-3,43.70547,R ugm-3,36.1932,R ugm-3,,,55.93707,R ugm-3,39.86349,R ugm-3,31.04641,R ugm-3
01-01-2020,16:00:00,47.27108,R ugm-3,,,41.5695,R ugm-3,,,38.18829,R ugm-3,62.92333,R ugm-3,39.968,R ugm-3,41.55979,R ugm-3,35.99046,R ugm-3,,,58.83976,R ugm-3,45.47078,R ugm-3,32.14721,R ugm-3
01-01-2020,17:00:00,50.895,R ugm-3,,,47.74897,R ugm-3,,,39.41821,R ugm-3,75.16177,R ugm-3,42.00683,R ugm-3,46.73393,R ugm-3,34.1986,R ugm-3,,,72.44379,R ugm-3,39.13919,R ugm-3,33.21524,R ugm-3
01-01-2020,18:00:00,51.65389,R ugm-3,,,39.5298,R ugm-3,,,45.04721,R ugm-3,74.66532,R ugm-3,45.08774,R ugm-3,52.44359,R ugm-3,33.74081,R ugm-3,,,62.10782,R ugm-3,43.10405,R ugm-3,34.01113,R ugm-3
01-01-2020,19:00:00,49.84162,R ugm-3,,,37.37951,R ugm-3,,,38.6122,R ugm-3,76.49558,R ugm-3,45.77631,R ugm-3,40.3516,R ugm-3,41.19235,R ugm-3,,,61.69981,R ugm-3,47.98793,R ugm-3,33.15324,R ugm-3
01-01-2020,20:00:00,48.78608,R ugm-3,,,33.598,R ugm-3,,,49.99126,R ugm-3,70.98722,R ugm-3,43.09102,R ugm-3,52.90165,R ugm-3,42.06602,R ugm-3,,,57.93714,R ugm-3,44.14227,R ugm-3,35.41727,R ugm-3
01-01-2020,21:00:00,47.32824,R ugm-3,,,39.23624,R ugm-3,,,45.80517,R ugm-3,72.35553,R ugm-3,46.07904,R ugm-3,53.8182,R ugm-3,35.79574,R ugm-3,,,57.89683,R ugm-3,40.36441,R ugm-3,35.05288,R ugm-3
01-01-2020,22:00:00,41.28358,R ugm-3,,,42.26969,R ugm-3,,,45.94714,R ugm-3,69.99477,R ugm-3,45.24905,R ugm-3,54.9297,R ugm-3,38.93489,R ugm-3,,,57.20583,R ugm-3,38.65571,R ugm-3,32.99698,R ugm-3
01-01-2020,23:00:00,25.94182,R ugm-3,,,30.48445,R ugm-3,,,36.51978,R ugm-3,62.83456,R ugm-3,30.36293,R ugm-3,55.35259,R ugm-3,32.40175,R ugm-3,,,59.40845,R ugm-3,39.24898,R ugm-3,34.81583,R ugm-3
01-01-2020,24:00:00,17.64309,R ugm-3,,,25.73454,R ugm-3,,,37.30878,R ugm-3,49.92326,R ugm-3,26.55038,R ugm-3,41.26839,R ugm-3,29.67675,R ugm-3,,,50.14007,R ugm-3,26.17195,R ugm-3,34.71077,R ugm-3
02-01-2020,01:00:00,13.09921,R ugm-3,,,20.41054,R ugm-3,,,27.55003,R ugm-3,23.20522,R ugm-3,18.13027,R ugm-3,25.93636,R ugm-3,20.54016,R ugm-3,,,43.4279,R ugm-3,18.09264,R ugm-3,32.55135,R ugm-3
02-01-2020,02:00:00,12.33911,R ugm-3,,,17.39099,R ugm-3,,,18.46403,R ugm-3,,,17.90742,R ugm-3,20.38753,R ugm-3,15.67844,R ugm-3,,,37.06455,R ugm-3,16.61466,R ugm-3,25.36321,R ugm-3
02-01-2020,03:00:00,6.3154,R ugm-3,,,17.39146,R ugm-3,,,18.11217,R ugm-3,15.94256,R ugm-3,16.82127,R ugm-3,17.13097,R ugm-3,14.94314,R ugm-3,,,34.16572,R ugm-3,12.81274,R ugm-3,23.49744,R ugm-3
02-01-2020,04:00:00,10.13247,R ugm-3,,,15.16064,R ugm-3,,,15.65604,R ugm-3,15.65874,R ugm-3,13.78035,R ugm-3,18.93929,R ugm-3,15.14736,R ugm-3,,,35.21685,R ugm-3,12.69504,R ugm-3,22.81455,R ugm-3
02-01-2020,05:00:00,10.30697,R ugm-3,,,13.00512,R ugm-3,,,13.925,R ugm-3,25.60851,R ugm-3,14.05869,R ugm-3,26.09129,R ugm-3,13.3499,R ugm-3,,,34.48426,R ugm-3,14.67633,R ugm-3,21.37703,R ugm-3
02-01-2020,06:00:00,14.45611,R ugm-3,,,20.513,R ugm-3,,,20.3827,R ugm-3,36.97187,R ugm-3,22.57471,R ugm-3,25.61691,R ugm-3,17.66393,R ugm-3,,,37.64052,R ugm-3,15.37981,R ugm-3,23.49779,R ugm-3
02-01-2020,07:00:00,22.36644,R ugm-3,,,29.5776,R ugm-3,,,37.28068,R ugm-3,56.01704,R ugm-3,33.03459,R ugm-3,32.46883,R ugm-3,26.23473,R ugm-3,,,49.4636,R ugm-3,18.98766,R ugm-3,23.15513,R ugm-3
02-01-2020,08:00:00,25.52529,R ugm-3,,,35.37531,R ugm-3,,,43.19639,R ugm-3,71.91301,R ugm-3,38.73308,R ugm-3,45.15975,R ugm-3,35.26874,R ugm-3,,,60.39033,R ugm-3,22.18641,R ugm-3,27.10941,R ugm-3
02-01-2020,09:00:00,25.46999,R ugm-3,,,34.77556,R ugm-3,,,36.84298,R ugm-3,65.45234,R ugm-3,36.41403,R ugm-3,38.35673,R ugm-3,29.15911,R ugm-3,,,65.89357,R ugm-3,24.10489,R ugm-3,29.11409,R ugm-3
02-01-2020,10:00:00,26.89184,R ugm-3,,,36.18193,R ugm-3,,,26.96021,R ugm-3,67.19606,R ugm-3,34.87441,R ugm-3,46.92111,R ugm-3,27.71469,R ugm-3,,,59.22654,R ugm-3,27.0827,R ugm-3,28.14224,R ugm-3
02-01-2020,11:00:00,20.19959,R ugm-3,,,24.29436,R ugm-3,,,25.45827,R ugm-3,63.00232,R ugm-3,27.18396,R ugm-3,42.88463,R ugm-3,23.34743,R ugm-3,,,66.16182,R ugm-3,22.83936,R ugm-3,27.67553,R ugm-3
02-01-2020,12:00:00,15.69686,R ugm-3,,,23.91835,R ugm-3,,,21.07652,R ugm-3,59.93751,R ugm-3,22.26523,R ugm-3,36.07193,R ugm-3,19.70363,R ugm-3,,,65.36383,R ugm-3,19.45983,R ugm-3,26.52975,R ugm-3
02-01-2020,13:00:00,14.1802,R ugm-3,,,23.55234,R ugm-3,,,20.35431,R ugm-3,55.22223,R ugm-3,22.53738,R ugm-3,35.74835,R ugm-3,18.11535,R ugm-3,,,67.74987,R ugm-3,17.88354,R ugm-3,26.48022,R ugm-3
02-01-2020,14:00:00,12.9449,R ugm-3,,,21.84336,R ugm-3,,,14.88494,R ugm-3,54.94202,R ugm-3,22.97503,R ugm-3,43.31658,R ugm-3,14.73086,R ugm-3,,,60.14907,R ugm-3,15.14468,R ugm-3,27.10733,R ugm-3
02-01-2020,15:00:00,14.40942,R ugm-3,,,19.54223,R ugm-3,,,13.17115,R ugm-3,46.54927,R ugm-3,20.09081,R ugm-3,36.84231,R ugm-3,,,,,67.56139,R ugm-3,17.12243,R ugm-3,27.91704,R ugm-3
02-01-2020,16:00:00,16.68341,R ugm-3,,,20.808,R ugm-3,,,12.78235,R ugm-3,48.57814,R ugm-3,24.01943,R ugm-3,30.95842,R ugm-3,15.60871,R ugm-3,,,66.00218,R ugm-3,15.95168,R ugm-3,32.11908,R ugm-3
02-01-2020,17:00:00,13.99277,R ugm-3,,,21.62627,R ugm-3,,,14.70079,R ugm-3,51.73801,R ugm-3,25.61955,R ugm-3,36.04304,R ugm-3,16.37981,R ugm-3,,,58.6134,R ugm-3,16.47438,R ugm-3,34.0063,R ugm-3
02-01-2020,18:00:00,16.15072,R ugm-3,,,22.51793,R ugm-3,,,17.39753,R ugm-3,50.88923,R ugm-3,24.50976,R ugm-3,34.31781,R ugm-3,17.97305,R ugm-3,,,55.3942,R ugm-3,15.72119,R ugm-3,35.62747,R ugm-3
02-01-2020,19:00:00,10.53275,R ugm-3,,,22.44834,R ugm-3,,,15.62152,R ugm-3,56.64387,R ugm-3,27.8843,R ugm-3,34.31161,R ugm-3,18.64173,R ugm-3,,,49.95372,R ugm-3,13.91222,R ugm-3,34.99238,R ugm-3
02-01-2020,20:00:00,7.77964,R ugm-3,,,18.20997,R ugm-3,,,14.98492,R ugm-3,46.08075,R ugm-3,22.13412,R ugm-3,36.04498,R ugm-3,15.19997,R ugm-3,,,49.59286,R ugm-3,13.68227,R ugm-3,33.24369,R ugm-3
02-01-2020,21:00:00,6.84264,R ugm-3,,,19.10163,R ugm-3,,,11.65733,R ugm-3,39.80862,R ugm-3,19.75229,R ugm-3,29.95775,R ugm-3,12.52993,R ugm-3,,,53.01164,R ugm-3,13.33026,R ugm-3,29.47479,R ugm-3
02-01-2020,22:00:00,5.73172,R ugm-3,,,13.89726,R ugm-3,,,9.45045,R ugm-3,31.74354,R ugm-3,16.49124,R ugm-3,29.1737,R ugm-3,9.24257,R ugm-3,,,48.96067,R ugm-3,10.18749,R ugm-3,24.99594,R ugm-3
02-01-2020,23:00:00,5.03026,R ugm-3,,,11.74149,R ugm-3,,,9.47527,R ugm-3,27.92316,R ugm-3,16.54847,R ugm-3,23.48372,R ugm-3,9.19152,R ugm-3,,,39.13084,R ugm-3,8.67483,R ugm-3,23.55877,R ugm-3
02-01-2020,24:00:00,2.51527,R ugm-3,,,7.43258,R ugm-3,,,7.07561,R ugm-3,14.43307,R ugm-3,12.0095,R ugm-3,11.42086,R ugm-3,7.03419,R ugm-3,,,32.2346,R ugm-3,7.39347,R ugm-3,20.85975,R ugm-3
03-01-2020,01:00:00,3.35628,R ugm-3,,,6.35359,R ugm-3,,,5.59979,R ugm-3,15.22522,R ugm-3,10.31645,R ugm-3,7.57662,R ugm-3,6.09873,R ugm-3,,,34.29208,R ugm-3,7.54198,R ugm-3,19.71066,R ugm-3
03-01-2020,02:00:00,3.27889,R ugm-3,,,7.89369,R ugm-3,,,8.13073,R ugm-3,,,8.54771,R ugm-3,3.56614,R ugm-3,7.33218,R ugm-3,,,34.34977,R ugm-3,4.97653,R ugm-3,12.27076,R ugm-3
03-01-2020,03:00:00,1.75739,R ugm-3,,,5.06319,R ugm-3,,,6.45665,R ugm-3,12.31559,R ugm-3,6.87022,R ugm-3,5.39354,R ugm-3,6.06463,R ugm-3,,,29.438,R ugm-3,4.89797,R ugm-3,11.38759,R ugm-3
03-01-2020,04:00:00,3.93491,R ugm-3,,,4.31728,R ugm-3,,,5.53511,R ugm-3,13.5428,R ugm-3,8.36297,R ugm-3,4.74453,R ugm-3,4.83082,R ugm-3,,,23.73714,R ugm-3,4.43218,R ugm-3,10.58484,R ugm-3
03-01-2020,05:00:00,2.63767,R ugm-3,,,16.13922,R ugm-3,,,4.10283,R ugm-3,15.28918,R ugm-3,7.25757,R ugm-3,4.60026,R ugm-3,6.98946,R ugm-3,,,25.92071,R ugm-3,3.9074,R ugm-3,12.3689,R ugm-3
03-01-2020,06:00:00,5.62031,R ugm-3,,,16.44365,R ugm-3,,,5.34698,R ugm-3,30.34138,R ugm-3,8.47454,R ugm-3,8.79688,R ugm-3,8.12071,R ugm-3,,,39.35292,R ugm-3,6.0662,R ugm-3,17.55129,R ugm-3
03-01-2020,07:00:00,11.06482,R ugm-3,,,19.87703,R ugm-3,,,10.1428,R ugm-3,53.12831,R ugm-3,16.21936,R ugm-3,17.63963,R ugm-3,14.49326,R ugm-3,,,54.08773,R ugm-3,11.31273,R ugm-3,22.3292,R ugm-3
03-01-2020,08:00:00,12.64299,R ugm-3,,,24.35226,R ugm-3,,,19.51031,R ugm-3,50.72273,R ugm-3,19.97821,R ugm-3,22.13296,R ugm-3,20.14846,R ugm-3,,,65.77534,R ugm-3,19.00739,R ugm-3,26.23911,R ugm-3
03-01-2020,09:00:00,15.74687,R ugm-3,,,43.22339,R ugm-3,,,19.33101,R ugm-3,45.77013,R ugm-3,29.00258,R ugm-3,13.93726,R ugm-3,26.21099,R ugm-3,,,67.91679,R ugm-3,21.05114,R ugm-3,36.99339,R ugm-3
03-01-2020,10:00:00,34.55569,R ugm-3,,,64.32984,R ugm-3,,,16.66996,R ugm-3,13.21282,R ugm-3,45.69931,R ugm-3,21.72425,R ugm-3,22.70916,R ugm-3,,,49.94273,R ugm-3,28.73116,R ugm-3,47.97745,R ugm-3
03-01-2020,11:00:00,18.27413,R ugm-3,,,34.65186,R ugm-3,,,12.38341,R ugm-3,12.17473,R ugm-3,38.31107,R ugm-3,16.53564,R ugm-3,14.22676,R ugm-3,,,21.47425,R ugm-3,45.40866,R ugm-3,42.16781,R ugm-3
03-01-2020,12:00:00,20.15541,R ugm-3,,,36.00432,R ugm-3,,,11.55594,R ugm-3,14.01499,R ugm-3,37.78897,R ugm-3,16.38632,R ugm-3,14.89586,R ugm-3,,,18.02313,R ugm-3,58.26507,R ugm-3,,
03-01-2020,13:00:00,18.85975,R ugm-3,,,38.45567,R ugm-3,,,9.92963,R ugm-3,13.49531,R ugm-3,36.80407,R ugm-3,14.32184,R ugm-3,14.74242,R ugm-3,,,22.26452,R ugm-3,48.95092,R ugm-3,26.77386,R ugm-3
03-01-2020,14:00:00,17.68798,R ugm-3,,,35.70632,R ugm-3,,,10.1567,R ugm-3,12.97674,R ugm-3,36.4992,R ugm-3,15.07779,R ugm-3,14.22571,R ugm-3,,,18.31029,R ugm-3,53.56053,R ugm-3,26.99262,R ugm-3
03-01-2020,15:00:00,20.25119,R ugm-3,,,39.35701,R ugm-3,,,12.95076,R ugm-3,14.01493,R ugm-3,36.34753,R ugm-3,22.19166,R ugm-3,16.59155,R ugm-3,,,21.55648,R ugm-3,54.83728,R ugm-3,35.00986,R ugm-3
03-01-2020,16:00:00,31.25803,R ugm-3,,,41.67245,R ugm-3,,,23.14869,R ugm-3,17.4599,R ugm-3,49.51876,R ugm-3,26.68848,R ugm-3,23.6812,R ugm-3,,,29.20498,R ugm-3,57.62549,R ugm-3,42.29947,R ugm-3
03-01-2020,17:00:00,45.84089,R ugm-3,,,53.42609,R ugm-3,,,27.97249,R ugm-3,28.92752,R ugm-3,59.41944,R ugm-3,47.23992,R ugm-3,31.86093,R ugm-3,,,58.65157,R ugm-3,65.71848,R ugm-3,50.15547,R ugm-3
03-01-2020,18:00:00,44.84545,R ugm-3,,,57.86207,R ugm-3,,,38.60247,R ugm-3,50.44572,R ugm-3,68.41769,R ugm-3,58.55663,R ugm-3,54.47174,R ugm-3,,,66.11689,R ugm-3,54.00423,R ugm-3,53.10277,R ugm-3
03-01-2020,19:00:00,40.5616,R ugm-3,,,89.16011,R ugm-3,,,43.96123,R ugm-3,49.12344,R ugm-3,75.14513,R ugm-3,52.34766,R ugm-3,66.71897,R ugm-3,,,75.25231,R ugm-3,56.76264,R ugm-3,57.6875,R ugm-3
03-01-2020,20:00:00,45.71225,R ugm-3,,,103.69113,R ugm-3,,,43.30423,R ugm-3,57.19276,R ugm-3,74.43071,R ugm-3,45.65882,R ugm-3,60.78212,R ugm-3,,,74.09885,R ugm-3,58.67073,R ugm-3,57.50835,R ugm-3
03-01-2020,21:00:00,55.20578,R ugm-3,,,100.01254,R ugm-3,,,45.7742,R ugm-3,49.59576,R ugm-3,58.22759,R ugm-3,45.29095,R ugm-3,48.51518,R ugm-3,,,59.89446,R ugm-3,46.76868,R ugm-3,53.85832,R ugm-3
03-01-2020,22:00:00,63.91297,R ugm-3,,,75.8616,R ugm-3,,,34.55919,R ugm-3,26.66232,R ugm-3,43.11701,R ugm-3,44.33588,R ugm-3,40.59801,R ugm-3,,,51.50998,R ugm-3,43.18768,R ugm-3,46.50653,R ugm-3
03-01-2020,23:00:00,59.85206,R ugm-3,,,66.05192,R ugm-3,,,26.85692,R ugm-3,20.05571,R ugm-3,48.86188,R ugm-3,25.52228,R ugm-3,35.60928,R ugm-3,,,50.57904,R ugm-3,36.8652,R ugm-3,40.97045,R ugm-3
03-01-2020,24:00:00,56.97374,R ugm-3,,,76.58845,R ugm-3,,,18.83499,R ugm-3,34.16377,R ugm-3,38.40137,R ugm-3,21.05813,R ugm-3,26.10922,R ugm-3,,,42.02909,R ugm-3,40.28136,R ugm-3,37.9183,R ugm-3
04-01-2020,01:00:00,37.88071,R ugm-3,,,43.05179,R ugm-3,,,17.81547,R ugm-3,42.48636,R ugm-3,40.40617,R ugm-3,33.05467,R ugm-3,32.51231,R ugm-3,,,54.57165,R ugm-3,44.82912,R ugm-3,39.18097,R ugm-3
04-01-2020,02:00:00,21.73164,R ugm-3,,,31.55869,R ugm-3,,,15.7191,R ugm-3,,,32.36888,R ugm-3,13.16922,R ugm-3,26.13511,R ugm-3,,,45.67407,R ugm-3,34.87052,R ugm-3,38.18549,R ugm-3
04-01-2020,03:00:00,15.05444,R ugm-3,,,21.57063,R ugm-3,,,13.25565,R ugm-3,31.39259,R ugm-3,21.19521,R ugm-3,15.8507,R ugm-3,19.85795,R ugm-3,,,46.79797,R ugm-3,22.82075,R ugm-3,27.66979,R ugm-3
04-01-2020,04:00:00,9.8994,R ugm-3,,,16.86326,R ugm-3,,,12.7103,R ugm-3,29.74036,R ugm-3,16.21887,R ugm-3,19.94891,R ugm-3,16.66791,R ugm-3,,,33.15166,R ugm-3,15.87791,R ugm-3,24.21632,R ugm-3
04-01-2020,05:00:00,7.96729,R ugm-3,,,18.73291,R ugm-3,,,14.83395,R ugm-3,31.86425,R ugm-3,13.7855,R ugm-3,13.87563,R ugm-3,15.58763,R ugm-3,,,38.36649,R ugm-3,13.30927,R ugm-3,21.00119,R ugm-3
04-01-2020,06:00:00,9.84132,R ugm-3,,,17.91128,R ugm-3,,,14.87262,R ugm-3,33.32693,R ugm-3,12.45839,R ugm-3,9.82873,R ugm-3,16.72001,R ugm-3,,,32.95541,R ugm-3,14.6532,R ugm-3,20.6473,R ugm-3
04-01-2020,07:00:00,11.30734,R ugm-3,,,25.30152,R ugm-3,,,13.75781,R ugm-3,58.90614,R ugm-3,19.15328,R ugm-3,12.14735,R ugm-3,22.53303,R ugm-3,,,51.70118,R ugm-3,19.90885,R ugm-3,21.95061,R ugm-3
04-01-2020,08:00:00,13.94342,R ugm-3,,,32.01568,R ugm-3,,,19.09131,R ugm-3,56.83162,R ugm-3,25.62968,R ugm-3,30.47919,R ugm-3,33.64411,R ugm-3,,,54.99586,R ugm-3,26.15352,R ugm-3,25.28926,R ugm-3
04-01-2020,09:00:00,16.58095,R ugm-3,,,34.39574,R ugm-3,,,29.22701,R ugm-3,54.23405,R ugm-3,28.5162,R ugm-3,48.95778,R ugm-3,31.58173,R ugm-3,,,59.07121,R ugm-3,31.6438,R ugm-3,26.6969,R ugm-3
04-01-2020,10:00:00,22.03847,R ugm-3,,,33.71943,R ugm-3,,,30.52612,R ugm-3,55.98161,R ugm-3,28.47302,R ugm-3,47.03714,R ugm-3,24.78746,R ugm-3,,,70.96789,R ugm-3,23.18731,R ugm-3,27.88322,R ugm-3
04-01-2020,11:00:00,15.94739,R ugm-3,,,38.51812,R ugm-3,,,25.12081,R ugm-3,50.69568,R ugm-3,29.20938,R ugm-3,36.35997,R ugm-3,27.25007,R ugm-3,,,70.29923,R ugm-3,20.91291,R ugm-3,33.4079,R ugm-3
04-01-2020,12:00:00,16.11897,R ugm-3,,,59.71156,R ugm-3,,,18.05485,R ugm-3,37.99981,R ugm-3,35.96361,R ugm-3,10.92162,R ugm-3,27.35276,R ugm-3,,,62.79219,R ugm-3,23.77769,R ugm-3,44.57577,R ugm-3
04-01-2020,13:00:00,21.22511,R ugm-3,,,45.57766,R ugm-3,,,16.70302,R ugm-3,35.02537,R ugm-3,42.13651,R ugm-3,12.56134,R ugm-3,19.02116,R ugm-3,,,58.8668,R ugm-3,30.4426,R ugm-3,44.14324,R ugm-3
04-01-2020,14:00:00,18.00097,R ugm-3,,,59.83475,R ugm-3,,,17.15145,R ugm-3,25.5847,R ugm-3,38.86662,R ugm-3,12.02857,R ugm-3,17.22034,R ugm-3,,,56.83723,R ugm-3,25.71285,R ugm-3,49.27351,R ugm-3
04-01-2020,15:00:00,19.63519,R ugm-3,,,67.78659,R ugm-3,,,15.7499,R ugm-3,25.82183,R ugm-3,37.9313,R ugm-3,17.21186,R ugm-3,15.78592,R ugm-3,,,57.71529,R ugm-3,25.06074,R ugm-3,60.0001,R ugm-3
04-01-2020,16:00:00,22.14787,R ugm-3,,,70.8414,R ugm-3,,,20.65003,R ugm-3,15.15379,R ugm-3,38.71664,R ugm-3,15.1244,R ugm-3,17.5904,R ugm-3,,,66.76206,R ugm-3,27.07521,R ugm-3,56.63649,R ugm-3
04-01-2020,17:00:00,31.22399,R ugm-3,,,80.63007,R ugm-3,,,29.54387,R ugm-3,48.8114,R ugm-3,45.25474,R ugm-3,19.06126,R ugm-3,21.80947,R ugm-3,,,76.35663,R ugm-3,35.26552,R ugm-3,56.33911,R ugm-3
04-01-2020,18:00:00,46.52235,R ugm-3,,,67.39555,R ugm-3,,,34.70764,R ugm-3,62.12086,R ugm-3,48.3861,R ugm-3,26.51304,R ugm-3,31.73888,R ugm-3,,,77.60294,R ugm-3,41.32585,R ugm-3,57.1947,R ugm-3
04-01-2020,19:00:00,52.19769,R ugm-3,,,49.90262,R ugm-3,,,40.04264,R ugm-3,77.73935,R ugm-3,57.21869,R ugm-3,39.39957,R ugm-3,35.29187,R ugm-3,,,66.91655,R ugm-3,53.99233,R ugm-3,52.51324,R ugm-3
04-01-2020,20:00:00,49.20684,R ugm-3,,,55.07118,R ugm-3,,,37.71359,R ugm-3,71.84127,R ugm-3,59.43055,R ugm-3,37.66972,R ugm-3,53.75416,R ugm-3,,,81.28349,R ugm-3,56.79856,R ugm-3,58.84792,R ugm-3
04-01-2020,21:00:00,49.73319,R ugm-3,,,64.51011,R ugm-3,,,41.69124,R ugm-3,64.29055,R ugm-3,59.16315,R ugm-3,33.03092,R ugm-3,63.66872,R ugm-3,,,80.73302,R ugm-3,57.79478,R ugm-3,62.62499,R ugm-3
04-01-2020,22:00:00,47.44994,R ugm-3,,,61.02199,R ugm-3,,,42.73273,R ugm-3,58.76891,R ugm-3,50.35724,R ugm-3,35.50035,R ugm-3,62.17984,R ugm-3,,,71.9015,R ugm-3,43.83361,R ugm-3,57.66414,R ugm-3
04-01-2020,23:00:00,39.71594,R ugm-3,,,58.7981,R ugm-3,,,46.84145,R ugm-3,58.72018,R ugm-3,48.46976,R ugm-3,42.32375,R ugm-3,62.94753,R ugm-3,,,72.35966,R ugm-3,44.00884,R ugm-3,53.89387,R ugm-3
04-01-2020,24:00:00,38.42489,R ugm-3,,,55.81395,R ugm-3,,,42.96523,R ugm-3,56.35986,R ugm-3,41.94008,R ugm-3,40.81008,R ugm-3,58.06646,R ugm-3,,,63.79674,R ugm-3,39.40657,R ugm-3,51.88845,R ugm-3
05-01-2020,01:00:00,31.50258,R ugm-3,,,40.98153,R ugm-3,,,34.91735,R ugm-3,42.62802,R ugm-3,33.92213,R ugm-3,26.71325,R ugm-3,42.08386,R ugm-3,,,62.62153,R ugm-3,32.57522,R ugm-3,47.479,R ugm-3
05-01-2020,02:00:00,27.9651,R ugm-3,,,21.98685,R ugm-3,,,20.17146,R ugm-3,,,17.62221,R ugm-3,8.3619,R ugm-3,18.46737,R ugm-3,,,47.11126,R ugm-3,18.0002,R ugm-3,30.52655,R ugm-3
05-01-2020,03:00:00,10.78722,R ugm-3,,,14.88353,R ugm-3,,,15.3514,R ugm-3,17.75686,R ugm-3,14.72606,R ugm-3,7.30419,R ugm-3,16.9921,R ugm-3,,,42.17992,R ugm-3,14.61167,R ugm-3,24.44082,R ugm-3
